Id,Label,timeset,modularity_class,componentnumber,strongcompnum,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,clustering,eigencentrality
toriKh,toriKh,,123,0,3501,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
roxonmyway,roxonmyway,,123,0,3502,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
prole18,prole18,,123,0,3503,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
Travisorama,Travisorama,,252,245,3505,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
pareene,pareene,,252,245,3504,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
J_MensRights,J_MensRights,,4,0,3506,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.007894,0,0
juliomadrigal0,juliomadrigal0,,123,0,3507,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
linhtropy,linhtropy,,253,246,3509,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
HarperYi,HarperYi,,253,246,3508,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
MatthewElmslie,MatthewElmslie,,123,0,3510,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
OneMoonCircles,OneMoonCircles,,123,0,3511,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
Pwned9080,Pwned9080,,4,0,3512,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.007894,0,0
MyFaceIsTired_,MyFaceIsTired_,,165,0,3513,0.000092,0,1,1,0,1,1,3,0.5,0.555556,0,0,0,0,0
nano19865005,nano19865005,,123,0,3514,0.000092,0,3,3,0,5,5,1,1,1,0,0,0.000398,0.333333,0
PaleBlueD0t,PaleBlueD0t,,123,0,3515,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
sound_of_sirens,sound_of_sirens,,123,0,3516,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
tnareggie,tnareggie,,4,0,3517,0.000092,0,1,1,0,1,1,7,0.232919,0.262063,0,0,0.001218,0,0
CChamunda,CChamunda,,123,0,3518,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
kfgibson,kfgibson,,123,0,3519,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
AROAH,AROAH,,254,176,3521,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0,0
Nash076,Nash076,,254,176,3520,0.00021,2,0,2,2,0,2,0,0,0,0,0,0,0,0.003045
mossmaid,mossmaid,,123,0,3522,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
StaticVariable,StaticVariable,,4,0,3523,0.000092,0,1,1,0,1,1,10,0.138632,0.156657,0,0,0.002715,0,0
zacpod,zacpod,,123,0,3524,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
pedramolar,pedramolar,,123,0,3525,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
ImaGroucho,ImaGroucho,,123,0,3526,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
OrCannabisLaw,OrCannabisLaw,,123,0,3527,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
justingrimmer,justingrimmer,,255,247,3529,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
ethanbdm,ethanbdm,,255,247,3528,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
jamesrodewald,jamesrodewald,,123,0,3530,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
goffmania,goffmania,,123,0,3531,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
thedbgang,thedbgang,,123,0,3532,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
invaderXEV,invaderXEV,,4,0,3533,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.007894,0,0
JoeyPolitix,JoeyPolitix,,123,0,3534,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
BostonEd,BostonEd,,123,0,3535,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
tedneward,tedneward,,123,0,3536,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
plorable,plorable,,123,0,3537,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000199,0,0
vairik,vairik,,4,0,3538,0.000092,0,1,1,0,1,1,10,0.138632,0.156657,0,0,0.002715,0,0
David_Jorgonson,David_Jorgonson,,123,0,3539,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
skepticsauce,skepticsauce,,123,0,3540,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000199,0,0
MiamiDadeFLA,MiamiDadeFLA,,123,0,3541,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
aggyp,aggyp,,123,0,3542,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
eloiselebel,eloiselebel,,123,0,3543,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
InformedTakes,InformedTakes,,307,248,3548,0.000092,0,3,3,0,3,3,2,0.8,0.875,0,0,0,0,0
sarahkendzior,sarahkendzior,,307,248,3547,0.000118,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
princessmom122,princessmom122,,307,248,3546,0.000118,1,1,2,1,1,2,1,1,1,0,0,0,0,0.001523
SylviaZ1913,SylviaZ1913,,307,248,3544,0.000118,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
isitpolitick,isitpolitick,,123,0,3549,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
AbyssalSpectre,AbyssalSpectre,,123,0,3550,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
ched777,ched777,,123,0,3551,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
sujal,sujal,,123,0,3552,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
apepsibath,apepsibath,,256,249,3554,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
Bowsnonk,Bowsnonk,,256,249,3553,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
itsJonNelson,itsJonNelson,,123,0,3555,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
wolfrulls1,wolfrulls1,,165,0,3556,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
J5ive,J5ive,,123,0,3557,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
funcrusherplus,funcrusherplus,,123,0,3558,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
dadsyellinagain,dadsyellinagain,,123,0,3559,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
marrrrshall,marrrrshall,,123,0,3560,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
Brucequinn274,Brucequinn274,,123,0,3561,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
BenjiArney,BenjiArney,,123,0,3562,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
schrodingers17,schrodingers17,,165,0,14,0.000141,3,4,7,7,8,15,2,0.7,0.785714,0.000002,0.00004,0.000057,0.2,0.00977
CorinneFavero,CorinneFavero,,123,0,3563,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
Jennijapanime,Jennijapanime,,4,0,3564,0.000092,0,2,2,0,2,2,2,0.6,0.666667,0,0,0.000719,0.5,0
MikeCloward,MikeCloward,,123,0,3565,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
JosephPatrice,JosephPatrice,,123,0,3566,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
SleipnirPerkins,SleipnirPerkins,,123,0,3567,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
RealZConnection,RealZConnection,,4,0,3568,0.000092,0,2,2,0,2,2,8,0.179856,0.2095,0,0,0.018996,0,0
KidNate,KidNate,,123,0,3569,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
johnnyampersand,johnnyampersand,,123,0,3570,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
ChalicothereX,ChalicothereX,,123,0,3571,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
WilhelmDavis,WilhelmDavis,,123,0,3572,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
cinemakinoeye,cinemakinoeye,,4,0,3573,0.000092,0,2,2,0,2,2,2,0.6,0.666667,0,0,0.000719,0.5,0
kevinhirn,kevinhirn,,123,0,3574,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
apollospas,apollospas,,123,0,3575,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
SedjiAmads,SedjiAmads,,123,0,3576,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
VinceInAlbany,VinceInAlbany,,123,0,3577,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
WaltDLosAngeles,WaltDLosAngeles,,123,0,3578,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
justinKLOCZKO,justinKLOCZKO,,123,0,3579,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
IronCurtaiNYC,IronCurtaiNYC,,123,0,3580,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
ashleysens,ashleysens,,123,0,3581,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
kevjones30,kevjones30,,123,0,3582,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
northwestraven1,northwestraven1,,257,250,3592,0.000092,0,9,9,0,9,9,1,1,1,0,0,0,0,0
mikefarb1,mikefarb1,,257,250,3591,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
DenbrotS,DenbrotS,,257,250,3590,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
Cruellaisdevine,Cruellaisdevine,,257,250,3589,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
BeSeriousUSA,BeSeriousUSA,,257,250,3588,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
debbiesideris,debbiesideris,,257,250,3587,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
lori,lori,,257,250,3586,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
ekcj1234,ekcj1234,,257,250,3585,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
MimiOtter,MimiOtter,,257,250,3584,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
mystcole,mystcole,,257,250,3583,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
rkarpel,rkarpel,,123,0,3593,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
swelljoe,swelljoe,,123,0,3594,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
m_downey,m_downey,,123,0,3595,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
Andy_Matter,Andy_Matter,,123,0,3596,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
TSBigMoney,TSBigMoney,,123,0,3597,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
612WharfAvenue,612WharfAvenue,,4,0,3598,0.000092,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.001044,0,0
MattJStannard,MattJStannard,,123,0,3599,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
JoshuaMoldenha1,JoshuaMoldenha1,,123,0,3600,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
MrConorMartin,MrConorMartin,,123,0,3601,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000396,0,0
domenic1993,domenic1993,,4,0,3602,0.000092,0,2,2,0,2,2,8,0.191571,0.215433,0,0,0.000866,1,0
LordBlastington,LordBlastington,,4,0,233,0.000263,5,2,7,5,2,7,8,0.191054,0.212809,0,0.001646,0.000798,0.4,0.016555
tyssitogens1979,tyssitogens1979,,258,251,3604,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
LiamArthur777,LiamArthur777,,258,251,3603,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
austin97mc,austin97mc,,4,0,3606,0.000092,0,3,3,0,3,3,2,0.666667,0.75,0,0,0.007981,0,0
tresgambas,tresgambas,,4,0,3605,0.000118,1,0,1,1,0,1,0,0,0,0,0.000325,0,0,0.001523
rsolgtp,rsolgtp,,259,252,3609,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0,0
Gray,Gray,,259,252,3608,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
4lternate,4lternate,,259,252,3607,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
HeavyMetalGhost,HeavyMetalGhost,,4,0,3610,0.000092,0,1,1,0,2,2,6,0.247525,0.277778,0,0,0.011823,0,0
Hotline_Boca,Hotline_Boca,,260,253,3612,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
Hotline,Hotline,,260,253,3611,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
bernard_ben,bernard_ben,,249,242,3613,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0.5,0
OngGig,OngGig,,4,0,3614,0.000092,0,1,1,0,1,1,7,0.201748,0.221841,0,0,0.005046,0,0
DoubleNintendre,DoubleNintendre,,4,0,3615,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.004889,0,0
Krensharpaw,Krensharpaw,,261,254,3618,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0,0
PersonaLibera,PersonaLibera,,261,254,3617,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
SmegmaLicker,SmegmaLicker,,261,254,3616,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
rynecsnyder,rynecsnyder,,4,0,3619,0.00017,1,1,2,1,1,2,1,1,1,0,0,0.011177,0,0.001523
IHeartFlossing,IHeartFlossing,,165,0,3620,0.000092,0,5,5,0,5,5,2,0.857143,0.916667,0,0,0,0.6,0
GraceLP,GraceLP,,4,0,3621,0.000092,0,2,2,0,2,2,2,0.6,0.666667,0,0,0.000719,0.5,0
justThisFool,justThisFool,,4,0,3622,0.000092,0,1,1,0,1,1,7,0.201748,0.221841,0,0,0.005046,0,0
Warlord_Sieck,Warlord_Sieck,,4,0,3623,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.015938,0,0
CanipaShow,CanipaShow,,262,255,3626,0.000092,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0,0
HatokTalk,HatokTalk,,262,255,3625,0.00017,1,1,2,1,1,2,1,1,1,0,0,0,0,0.001523
nicsother1,nicsother1,,4,0,3627,0.000092,0,2,2,0,2,2,8,0.191571,0.215433,0,0,0.000866,1,0
TheGamingNobody,TheGamingNobody,,4,0,3628,0.000092,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.001044,0,0
The_MOE_Dome,The_MOE_Dome,,4,0,3629,0.000092,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0,0
PassingNormie,PassingNormie,,263,256,3631,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
Sir,Sir,,263,256,3630,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
Boobaloo,Boobaloo,,4,0,3632,0.000092,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.014396,0,0
gamesarentart,gamesarentart,,85,86,3633,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
JJAB91,JJAB91,,4,0,3634,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000296,0.5,0
DonaldClarke63,DonaldClarke63,,4,0,229,0.000343,6,1,7,7,1,8,1,1,1,0,0.004418,0.000116,0.071429,0.02931
OlanMcGowan,OlanMcGowan,,4,0,228,0.000457,3,0,3,3,0,3,0,0,0,0,0.002842,0,0.333333,0.027719
edbeaver,edbeaver,,4,0,3635,0.000092,0,5,5,0,5,5,1,1,1,0,0,0.000245,0.4,0
Talonflame,Talonflame,,264,257,3637,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
LPSquirtleKing,LPSquirtleKing,,264,257,3636,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
demanrisu,demanrisu,,265,258,3639,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
CptHollingworth,CptHollingworth,,265,258,3638,0.000249,2,0,2,2,0,2,0,0,0,0,0,0,0,0.003045
nehadk,nehadk,,265,258,3640,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
Griseld52474956,Griseld52474956,,90,0,3641,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
Deceptive,Deceptive,,90,0,2593,0.000405,5,0,5,5,0,5,0,0,0,0,0,0,0,0.007614
Delixcroix,Delixcroix,,4,0,3642,0.000092,0,2,2,0,2,2,8,0.191571,0.215433,0,0,0.000866,1,0
alayne_f,alayne_f,,123,0,3643,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000199,0,0
_Gacku,_Gacku,,4,0,3644,0.000092,0,1,1,0,1,1,3,0.4375,0.5,0,0,0.001932,0,0
McKennaDeanFic,McKennaDeanFic,,165,0,3645,0.000092,0,1,1,0,1,1,3,0.5,0.611111,0,0,0,0,0
Chris543213,Chris543213,,4,0,3646,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000082,0,0
I,I,,4,0,219,0.000443,7,0,7,7,0,7,0,0,0,0,0.002,0,0,0.017058
zenpundit,zenpundit,,4,0,3647,0.000092,0,5,5,0,5,5,1,1,1,0,0,0.000245,0.4,0
justinmiwoods,justinmiwoods,,165,0,10,0.000162,3,0,3,9,0,9,0,0,0,0,0.000042,0,0.666667,0.010936
SpaceKatGirl,SpaceKatGirl,,165,0,9,0.000162,3,0,3,5,0,5,0,0,0,0,0.000042,0,0.666667,0.010936
Hardigirl,Hardigirl,,266,259,3649,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
stephenpollard,stephenpollard,,266,259,3648,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
Hedge_76,Hedge_76,,267,260,3653,0.000092,0,3,3,0,3,3,1,1,1,0,0,0,0,0
gotknews,gotknews,,267,260,3652,0.000118,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
MechTwinTailed,MechTwinTailed,,267,260,3651,0.000118,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
jordanelite56,jordanelite56,,267,260,3650,0.000118,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
davidfrum,davidfrum,,165,0,8,0.000135,2,0,2,3,0,3,0,0,0,0,0.00004,0,0.5,0.006987
cat_polic,cat_polic,,23,25,3654,0.000092,0,2,2,0,2,2,2,0.583333,0.642857,0,0,0,0.5,0
VirginGamingGG,VirginGamingGG,,23,25,808,0.0002,3,0,3,3,0,3,0,0,0,0,0,0,0.333333,0.005609
agent_erica,agent_erica,,165,0,3655,0.000092,0,1,1,0,1,1,3,0.5,0.611111,0,0,0,0,0
kaludiasays,kaludiasays,,165,0,3656,0.000092,0,1,1,0,7,7,3,0.5,0.611111,0,0,0,0,0
kayfaraday,kayfaraday,,268,261,3659,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0,0
NerdJosh,NerdJosh,,268,261,3658,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
narcissawright,narcissawright,,268,261,3657,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
trefste,trefste,,165,0,7,0.000105,1,0,1,1,0,1,0,0,0,0,0.000037,0,0,0.003909
Acidic,Acidic,,165,0,6,0.000222,3,0,3,3,0,3,0,0,0,0,0.000038,0,0,0.006954
roses_peonies,roses_peonies,,165,0,3660,0.000092,0,1,1,0,1,1,3,0.5,0.611111,0,0,0,0,0
Pidmon,Pidmon,,165,0,3661,0.000092,0,1,1,0,1,1,2,0.571429,0.625,0,0,0,0,0
sol_goodgirl,sol_goodgirl,,165,0,3662,0.000092,0,1,1,0,1,1,2,0.571429,0.625,0,0,0,0,0
BlueSpaceCanary,BlueSpaceCanary,,165,0,3663,0.000092,0,1,1,0,1,1,2,0.571429,0.625,0,0,0,0,0
vegetablesnrice,vegetablesnrice,,4,0,3665,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.00042,0,0
bioware,bioware,,4,0,3664,0.000131,1,0,1,1,0,1,0,0,0,0,0.000017,0,0,0.001523
Celtic,Celtic,,165,0,2246,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001912
gyokusai,gyokusai,,4,0,3666,0.000092,0,2,2,0,2,2,2,0.6,0.666667,0,0,0.000719,0.5,0
Pipro,Pipro,,4,0,3667,0.000092,0,2,2,0,2,2,2,0.6,0.666667,0,0,0.000719,0.5,0
tanstaaflpnw,tanstaaflpnw,,269,27,3668,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
gingerdxn,gingerdxn,,37,41,3669,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
TrashCapital,TrashCapital,,270,262,3675,0.000092,0,5,5,0,5,5,1,1,1,0,0,0,0.2,0
bagofbeer,bagofbeer,,270,262,3674,0.000108,1,4,5,1,4,5,1,1,1,0,0,0,0.2,0.001523
SeaWorld,SeaWorld,,270,262,3673,0.000131,2,0,2,2,0,2,0,0,0,0,0,0,0.5,0.003392
MonsterEnergy,MonsterEnergy,,270,262,3672,0.000131,2,0,2,2,0,2,0,0,0,0,0,0,0.5,0.003392
MonsterGaming,MonsterGaming,,270,262,3671,0.000131,2,0,2,2,0,2,0,0,0,0,0,0,0.5,0.003392
andrewhussie,andrewhussie,,270,262,3670,0.000131,2,0,2,2,0,2,0,0,0,0,0,0,0.5,0.003392
conrazon,conrazon,,132,0,3681,0.000092,0,6,6,0,6,6,1,1,1,0,0,0,0,0
oscarthinks,oscarthinks,,132,0,3680,0.000105,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
Sherrell,Sherrell,,132,0,3679,0.000105,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
nhannahjones,nhannahjones,,132,0,3678,0.000105,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
tanzinavega,tanzinavega,,132,0,3677,0.000105,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
serenamaria36,serenamaria36,,132,0,3676,0.000105,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
Laroquod,Laroquod,,90,0,323,0.000137,2,0,2,2,0,2,0,0,0,0,0.003533,0,0,0.003045
DoctorSekzi,DoctorSekzi,,271,263,3683,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
romanelli,romanelli,,271,263,3682,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
itsnotmyfault01,itsnotmyfault01,,272,264,3685,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
jessesingal,jessesingal,,272,264,3684,0.000249,2,0,2,2,0,2,0,0,0,0,0,0,0,0.003045
arthaey,arthaey,,249,242,3686,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0.5,0
Anthropic,Anthropic,,4,0,3687,0.000092,0,2,2,0,2,2,2,0.6,0.666667,0,0,0.000719,0.5,0
CeeJayDubois,CeeJayDubois,,4,0,3688,0.000092,0,2,2,0,2,2,2,0.6,0.666667,0,0,0.000719,0.5,0
waynedixon,waynedixon,,4,0,3689,0.000092,0,2,2,0,2,2,2,0.6,0.666667,0,0,0.000719,0.5,0
TheLastBell,TheLastBell,,4,0,3690,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000627,0,0
Radical_R,Radical_R,,165,0,3691,0.000092,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0,0
Qntkka,Qntkka,,4,0,3692,0.000092,0,1,1,0,1,1,3,0.4375,0.5,0,0,0.001932,0,0
Archangel5847,Archangel5847,,4,0,3693,0.000092,0,3,3,0,3,3,3,0.5,0.625,0,0,0.024223,0.166667,0
Moon,Moon,,165,0,2777,0.000097,1,0,1,1,0,1,0,0,0,0,0.000001,0,0,0.001523
Moon_Clinic,Moon_Clinic,,273,265,3695,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
TheDebateChamp,TheDebateChamp,,273,265,3694,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
ChloeAmagi,ChloeAmagi,,4,0,173,0.000094,1,0,1,1,0,1,0,0,0,0,0.005393,0,0,0.003338
_queazy_,_queazy_,,4,0,3696,0.000092,0,1,1,0,1,1,8,0.179426,0.206833,0,0,0.017064,0,0
BourbonNow,BourbonNow,,4,0,3699,0.000092,0,4,4,0,4,4,1,1,1,0,0,0.000174,0.25,0
meetmspress,meetmspress,,4,0,3698,0.000112,1,3,4,1,3,4,1,1,1,0,0.000007,0.000174,0.25,0.001523
tressiemcphd,tressiemcphd,,4,0,3697,0.000143,2,0,2,2,0,2,0,0,0,0,0.000014,0,0.5,0.003392
SJWsnoke,SJWsnoke,,165,0,2776,0.000097,1,0,1,1,0,1,0,0,0,0,0.000001,0,0,0.001523
mediajunkie,mediajunkie,,274,266,3703,0.000092,0,3,3,0,3,3,1,1,1,0,0,0,0,0
Damagednotion,Damagednotion,,274,266,3702,0.000118,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
AStopthemadness,AStopthemadness,,274,266,3701,0.000118,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
deportablediz,deportablediz,,274,266,3700,0.000118,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
crislopezg,crislopezg,,165,0,469,0.000559,1,0,1,1,0,1,0,0,0,0,0,0,0,0.003952
lovetogive2,lovetogive2,,55,0,3704,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
ItsNiZarBoi,ItsNiZarBoi,,4,0,3705,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.007894,0,0
LogicalMarcus,LogicalMarcus,,95,95,1887,0.0001,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
cmcbot,cmcbot,,4,0,3706,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000182,0,0
gilbertcawley,gilbertcawley,,4,0,3707,0.000092,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.001044,0,0
quintega,quintega,,165,0,3708,0.000092,0,1,1,0,1,1,3,0.5,0.611111,0,0,0,0,0
GamerCommunist,GamerCommunist,,165,0,4,0.000123,2,1,3,2,1,3,1,1,1,0,0.000035,0.000001,0.333333,0.004453
WaywardGameZ,WaywardGameZ,,132,0,3715,0.000092,0,9,9,0,9,9,9,0.185396,0.226499,0,0,0.00001,0,0
regishel,regishel,,132,0,3714,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
ROY,ROY,,132,0,3713,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
Sylain,Sylain,,132,0,3712,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
MidSnacker,MidSnacker,,132,0,3711,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
Marvel,Marvel,,132,0,3710,0.000136,3,0,3,3,0,3,0,0,0,0,0.000035,0,0,0.004568
nationofnerds,nationofnerds,,132,0,3709,0.000101,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
PsychoFlash1,PsychoFlash1,,4,0,3716,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000082,0,0
