Id,Label,timeset,lat,lng,polarity,followers,friends,listed,status,polarity_boolean,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,strongcompnum
OregonElf,OregonElf,,33.791638,-81.913305,0.375,75,135,1,1915,FALSE,1,1,2,1,1,2,1,1,1,5706,3,0.000093,3,312
xMETAL_GEARx,xMETAL_GEARx,,32.755488,-122.411031,0.75,1165,794,24,52606,FALSE,1,0,1,1,0,1,0,0,0,0,3,0.000105,3,311
LewdMendus,LewdMendus,,40.273191,-82.998794,-0.2,3943,400,70,146336,TRUE,1,0,1,1,0,1,0,0,0,0,3,0.000092,3,326
mclean_sharen,mclean_sharen,,33.791638,-82.998794,-0.65,106,55,0,2221,TRUE,0,1,1,0,1,1,1,1,1,0,60,0.000026,57,850
WilliamNerbonne,WilliamNerbonne,,41.580095,-122.411031,-0.65,1143,2347,3,335,TRUE,1,0,1,1,0,1,0,0,0,0,60,0.000048,57,849
xDarthSnake,xDarthSnake,,-2.170998,-122.411031,-0.125,70,303,9,7956,TRUE,2,2,4,2,2,4,95,0.074789,0.118471,22854.282312,3,0.000127,3,381
ZuluTheYulu,ZuluTheYulu,,31.761878,-122.411031,-0.25,800,2743,10,18951,TRUE,1,1,2,1,1,2,95,0.071146,0.106825,7607.753989,3,0.000083,3,381
tjbierschbach,tjbierschbach,,0,-122.411031,-0.25,2283,2170,123,58918,TRUE,1,1,2,1,1,2,94,0.076587,0.122697,7578.753989,3,0.000096,3,381
stewthepoo,stewthepoo,,56.490671,-81.913305,-0.045238,99,123,17,8040,TRUE,3,2,5,3,2,5,94,0.079907,0.135496,127362.28532,3,0.00027,3,381
jenn3801,jenn3801,,33.791638,-82.998794,-0.25,256,273,3,3571,TRUE,1,1,2,1,1,2,95,0.073503,0.114842,6225.667188,3,0.000091,3,381
EthosTheSergal,EthosTheSergal,,33.791638,-72.387502,-0.118889,150,280,2,6616,TRUE,3,3,6,3,3,6,94,0.079488,0.132256,27647.662348,3,0.000226,3,381
not_a_brain_bug,not_a_brain_bug,,33.791638,-81.913305,-0.125,705,804,10,8854,TRUE,3,3,6,3,3,6,95,0.075001,0.119885,69103.462668,3,0.000251,3,381
Nitro_Java,Nitro_Java,,0,-81.913305,-0.25,105,118,1,6425,TRUE,1,1,2,1,1,2,94,0.078689,0.130152,22179.237098,3,0.000097,3,381
Etherealdirt,Etherealdirt,,33.791638,-72.387502,-0.1875,1197,845,45,18489,TRUE,2,2,4,2,2,4,94,0.083222,0.14997,11290.868905,3,0.000151,3,381
NVFeroci,NVFeroci,,36.003025,-81.913305,-0.25,5,109,0,101,TRUE,1,1,2,1,1,2,96,0.072452,0.113325,1409.537454,3,0.000078,3,381
BezzioPolishGuy,BezzioPolishGuy,,44.07,-72.387502,-0.015111,16,194,0,775,TRUE,4,4,8,4,4,8,94,0.080734,0.139067,28943.247615,3,0.000274,3,381
gol_mia,gol_mia,,44.07,-84.389488,-0.015079,253,360,3,25459,TRUE,1,1,2,1,1,2,94,0.079744,0.134332,652.208204,3,0.000081,3,381
kainedamo,kainedamo,,33.791638,-82.998794,0,579,552,28,27816,TRUE,2,3,5,2,3,5,93,0.086647,0.162425,11282.985941,3,0.000171,3,381
Demonrulesister,Demonrulesister,,42.43472,-72.387502,-0.091667,1659,2069,5,5660,TRUE,2,2,4,2,2,4,93,0.087695,0.167646,8848.158486,3,0.000123,3,381
SHARKxPUNCH,SHARKxPUNCH,,37.09024,-81.913305,-0.066071,716,438,29,24271,TRUE,1,1,2,1,1,2,95,0.075272,0.12035,5542.87997,3,0.000074,3,381
MoFoQ,MoFoQ,,33.791638,-122.411031,-0.25,493,534,23,56352,TRUE,1,1,2,1,1,2,94,0.080302,0.136363,1055.209609,3,0.000094,3,381
_AHiddenShadow,_AHiddenShadow,,32.318231,103.6,-0.25,169,620,1,9749,TRUE,1,1,2,1,1,2,95,0.072984,0.111932,9063.080968,3,0.000065,3,381
MarioSchoeck,MarioSchoeck,,0,-82.998794,-0.25,955,2199,47,21165,TRUE,1,1,2,1,1,2,94,0.078722,0.129615,9034.080968,3,0.000081,3,381
kakasia,kakasia,,33.791638,-82.998794,-0.25,206,165,12,12574,TRUE,1,1,2,1,1,2,94,0.079132,0.131417,5704,3,0.000103,3,381
Retyu_Prime,Retyu_Prime,,60.472024,-81.913305,-0.25,86,318,7,1905,TRUE,1,1,2,1,1,2,93,0.085921,0.157884,5675,3,0.000113,3,381
oliverbcampbell,oliverbcampbell,,41.878003,-81.913305,-0.25,17381,870,244,83307,TRUE,1,1,2,1,1,2,93,0.084832,0.154341,1226.600857,3,0.000081,3,381
amatteus_95,amatteus_95,,55.378051,-72.387502,-0.25,50,42,4,839,TRUE,1,1,2,1,1,2,93,0.078542,0.127659,8177.499747,3,0.000079,3,381
JimbobBubbaloo,JimbobBubbaloo,,33.791638,-82.998794,-0.125,170,548,8,6191.5,TRUE,2,2,4,2,2,4,93,0.082579,0.143612,18840.632694,3,0.000167,3,381
CuckedCanuck,CuckedCanuck,,33.791638,-72.387502,-0.25,25,96,0,852,TRUE,1,1,2,1,1,2,95,0.069904,0.103146,11407.787879,3,0.000097,3,381
MrN1ggerbar,MrN1ggerbar,,33.791638,-122.411031,-0.25,32,184,1,1852,TRUE,1,1,2,1,1,2,94,0.075151,0.11769,11378.787879,3,0.000108,3,381
enzosupreme,enzosupreme,,33.791638,-72.387502,-0.25,63,298,4,1190,TRUE,1,1,2,1,1,2,93,0.081249,0.137723,11349.787879,3,0.000118,3,381
boonesimpson,boonesimpson,,33.791638,-72.387502,-0.178333,1052,2879,26,14678,TRUE,2,2,4,2,2,4,92,0.086208,0.15501,1696.432593,3,0.00013,3,381
ZakkTopps,ZakkTopps,,49.282729,-122.411031,-0.125,55,164,1,2795,TRUE,2,2,4,2,2,4,93,0.085022,0.150807,11010.185236,3,0.000124,3,381
DoveChaser,DoveChaser,,33.791638,-72.387502,-0.25,142,382,3,4166,TRUE,1,1,2,1,1,2,96,0.072783,0.113321,28691.01527,3,0.000076,3,381
WRFWD,WRFWD,,33.791638,-122.411031,-0.125,159,354,2,33196,TRUE,2,2,4,2,2,4,95,0.078491,0.131722,45724.76527,3,0.000185,3,381
illage2,illage2,,53.480759,-82.998794,-0.013333,461,520,30,48865,TRUE,3,3,6,3,3,6,94,0.08514,0.158084,41611.015408,3,0.000232,3,381
jordan_maloni,jordan_maloni,,56.130366,-82.998794,-0.025,60,211,2,10522,TRUE,2,2,4,2,2,4,94,0.079191,0.13275,12155.161567,3,0.00017,3,381
NocturneBlaze,NocturneBlaze,,33.791638,-81.913305,0.05,11,36,0,2401,FALSE,2,2,4,2,2,4,94,0.081195,0.138788,115584.043496,3,0.000183,3,381
HabilidAIDS,HabilidAIDS,,33.791638,-82.998794,-0.125,196,,8,3841,TRUE,2,2,4,2,2,4,94,0.081546,0.140052,24100.552308,3,0.000138,3,381
molemounds,molemounds,,33.791638,-122.411031,-0.25,72,55,1,181,TRUE,1,1,2,1,1,2,94,0.083272,0.145113,2488.542287,3,0.000078,3,381
nuckable,nuckable,,6.730037,-81.913305,-0.148438,2254,1644,68,27603,TRUE,3,3,6,3,3,6,93,0.082643,0.142839,26579.151641,3,0.000213,3,381
Voitan_Rex,Voitan_Rex,,33.791638,-122.411031,-0.192778,74,167,2,5483,TRUE,4,4,8,4,4,8,93,0.084257,0.150339,73488.614501,3,0.000318,3,381
Dalvimir707,Dalvimir707,,31.968599,-72.387502,-0.25,15,178,0,568,TRUE,1,1,2,1,1,2,93,0.084695,0.151814,2067.560605,3,0.000093,3,381
therealhatface1,therealhatface1,,0,-122.411031,-0.25,1090,2140,26,27400,TRUE,1,1,2,1,1,2,93,0.08087,0.135436,5763.417335,3,0.000076,3,381
johnynemo,johnynemo,,33.791638,-82.998794,-0.25,63,103,0,947,TRUE,1,1,2,1,1,2,92,0.08798,0.163868,5734.417335,3,0.000091,3,381
CheephackOprah,CheephackOprah,,50.931722,-72.387502,-0.25,186,152,16,11160,TRUE,1,1,2,1,1,2,92,0.082936,0.140684,1302.400296,3,0.000108,3,381
GTFO_MyLawn,GTFO_MyLawn,,33.791638,-82.998794,-0.25,82,572,1,895,TRUE,1,1,2,1,1,2,94,0.076322,0.122089,18613.91246,3,0.000067,3,381
smarzeli,smarzeli,,33.791638,-81.913305,0.102041,27,6,8,7744,FALSE,1,1,2,1,1,2,94,0.080651,0.138574,18774.572493,3,0.000084,3,381
AaronKahn8,AaronKahn8,,33.791638,103.6,-0.25,25,74,1,3107,TRUE,1,0,1,1,0,1,0,0,0,0,3,0.000073,3,357
IndieBot4K,IndieBot4K,,33.791638,-82.998794,0,589,231,12,17318,TRUE,0,1,1,0,1,1,97,0.060772,0.08228,0,33,0.000026,3,852
scorpionVG,scorpionVG,,33.180116,-81.913305,0,553,293,10,15784,TRUE,1,1,2,1,1,2,96,0.064693,0.090961,5677,33,0.000048,3,851
DevBot4K,DevBot4K,,33.791638,-72.387502,-0.057143,424,60,7,17927,TRUE,2,3,5,2,5,7,95,0.069155,0.102084,101969.5,33,0.000129,3,381
Rick_Lane,Rick_Lane,,56.001877,-81.913305,-0.4,805,455,25,18772,TRUE,0,1,1,0,1,1,100,0.03435,0.036649,0,18,0.000026,3,853
Tim_H,Tim_H,,33.791638,-122.411031,-0.070536,431,1839,20,39362,TRUE,2,1,3,2,1,3,99,0.035565,0.038093,72930,18,0.000165,3,381
Rushlimbob,Rushlimbob,,53.543407,-81.913305,-0.15625,335,85,6,23951,TRUE,0,1,1,0,1,1,1,1,1,0,61,0.000026,58,855
yogibearofpeace,yogibearofpeace,,33.791638,-122.411031,-0.15625,109,422,0,3201,TRUE,1,0,1,1,0,1,0,0,0,0,61,0.000048,58,854
Le_Furfag,Le_Furfag,,33.791638,-82.998794,0,264,358,1,3318,TRUE,0,1,1,0,1,1,95,0.069603,0.102716,0,3,0.000026,3,858
DrEzekiel_,DrEzekiel_,,55.958987,-72.387502,0,556,964,14,2696,TRUE,1,1,2,1,1,2,94,0.074797,0.11712,5678,3,0.000048,3,857
DanBrown0531,DanBrown0531,,39.290385,-72.387502,0.404167,194,200,4,41311,FALSE,1,1,2,1,1,2,93,0.08083,0.136939,11354,3,0.000066,3,856
JoelDranders,JoelDranders,,34.738503,-82.998794,-0.257778,63,154,0,832,TRUE,3,3,6,3,3,6,93,0.087114,0.163413,40053.981834,3,0.000206,3,381
FelixKentar,FelixKentar,,37.555782,-72.387502,0,73,70,2,726,TRUE,1,1,2,1,1,2,97,0.064057,0.089823,10158.26579,3,0.000084,3,381
Commander_Finn,Commander_Finn,,33.791638,-72.387502,0,60,83,0,2308,TRUE,1,1,2,1,1,2,96,0.068435,0.100365,10129.26579,3,0.000097,3,381
TheWunWhiteWolf,TheWunWhiteWolf,,0,-122.411031,-0.053333,153,223,2,5622,TRUE,2,2,4,2,2,4,95,0.073455,0.114093,34170.691342,3,0.000176,3,381
Cecokeco,Cecokeco,,33.791638,-72.387502,0,81,211,11,4053,TRUE,1,1,2,1,1,2,94,0.079155,0.131931,21934.186567,3,0.000101,3,381
sirfragalot86,sirfragalot86,,42.215613,-81.913305,0.205864,217,536,10,6562,FALSE,1,2,3,1,2,3,94,0.085055,0.157418,3574.590268,3,0.000076,3,381
vosto8,vosto8,,33.791638,-122.411031,0,27,447,0,1089,TRUE,1,1,2,1,1,2,94,0.080937,0.139641,1166.622995,3,0.000074,3,381
fat_cunt_69,fat_cunt_69,,33.791638,-72.387502,-0.035556,62,123,2,6659,TRUE,3,2,5,3,2,5,95,0.072201,0.110372,42926.574343,3,0.000215,3,381
jessomadic,jessomadic,,43.213395,-82.998794,-0.3,217,480,9,13020,TRUE,0,1,1,0,1,1,96,0.070629,0.107081,0,3,0.000026,3,860
Proxima666,Proxima666,,40.712775,-81.913305,-0.3,143,460,2,2457,TRUE,1,1,2,1,1,2,95,0.075983,0.12304,5677,3,0.000048,3,859
cheez_lord,cheez_lord,,37.09024,-72.387502,-0.004762,19,90,0,481,TRUE,2,2,4,2,2,4,93,0.086319,0.162263,21075.808989,3,0.000139,3,381
SpaceyIsLazy,SpaceyIsLazy,,44.07,-81.913305,-0.3,298,924,5,12363,TRUE,1,1,2,1,1,2,94,0.082206,0.1452,1202.128905,3,0.000071,3,381
FaroneNr,FaroneNr,,33.791638,-72.387502,-0.268333,32,141,0,4257,TRUE,4,4,8,4,4,8,93,0.081298,0.138581,70092.158687,3,0.000331,3,381
NotBenjii,NotBenjii,,43.776739,-81.913305,-0.3,167,389,5,8190,TRUE,1,1,2,1,1,2,95,0.075304,0.120756,3213.548863,3,0.000076,3,381
BrandonS076,BrandonS076,,29.760427,-72.387502,-0.357778,51,173,1,286,TRUE,3,3,6,3,3,6,94,0.081431,0.142348,69965.058052,3,0.000241,3,381
ArrogantArtists,ArrogantArtists,,34.052234,-72.387502,-0.3,129,215,2,1600,TRUE,1,1,2,1,1,2,97,0.066087,0.095346,11436.333333,3,0.000094,3,381
SaKe_Vex,SaKe_Vex,,36.778261,-81.913305,-0.3,371,1206,2,2390,TRUE,1,1,2,1,1,2,96,0.070755,0.107455,11407.333333,3,0.000106,3,381
Anthony_cap_,Anthony_cap_,,28.731044,-72.387502,-0.3,68,111,1,550,TRUE,1,1,2,1,1,2,95,0.076134,0.123555,11378.333333,3,0.000116,3,381
baconator137,baconator137,,33.791638,-72.387502,-0.357778,2,31,0,202,TRUE,3,3,6,3,3,6,94,0.082397,0.146327,20278.642564,3,0.00025,3,381
JoeBeltano,JoeBeltano,,46.921311,-82.998794,-0.357778,62,182,6,2980,TRUE,3,3,6,3,3,6,93,0.086987,0.163769,68572.183363,3,0.000241,3,381
V3rmeer_TV,V3rmeer_TV,,39.103118,-122.411031,-0.3,24,76,0,453,TRUE,1,1,2,1,1,2,93,0.086812,0.162602,2185.329383,3,0.000094,3,381
DaMooseh,DaMooseh,,25.156509,-72.387502,-0.3,11,19,1,155,TRUE,1,1,2,1,1,2,96,0.071477,0.109687,16657.561652,3,0.000076,3,381
dayofthedead7,dayofthedead7,,47.6932,-72.387502,-0.357778,26,58,2,883,TRUE,2,2,4,3,3,6,95,0.076974,0.126701,25930.039731,3,0.000166,3,381
pepe_memes_suck,pepe_memes_suck,,37.096528,-81.913305,-0.3,4,16,0,64,TRUE,1,1,2,1,1,2,95,0.069565,0.102175,6597.986387,3,0.000096,3,381
skooma_peddler,skooma_peddler,,33.791638,-81.913305,-0.3,54,247,0,842,TRUE,1,1,2,1,1,2,94,0.074759,0.116379,6568.986387,3,0.000108,3,381
CuhixTheCubix,CuhixTheCubix,,42.43472,-72.387502,-0.203333,139,214,0,16749,TRUE,2,2,4,2,2,4,93,0.080791,0.135855,17163.914637,3,0.000191,3,381
ALE199ITA,ALE199ITA,,33.791638,103.6,-0.183333,6,58,0,143,TRUE,2,1,3,2,1,3,93,0.083888,0.150259,27783.9607,3,0.000181,3,381
thedoctorsan,thedoctorsan,,-3.731903,-122.411031,-0.666667,169,158,2,23127,TRUE,0,1,1,0,1,1,94,0.076555,0.122905,0,3,0.000026,3,861
ColtwindHimself,ColtwindHimself,,55.958987,-72.387502,-0.386667,20,48,0,362,TRUE,2,2,4,2,2,4,93,0.082887,0.145314,14288.556374,3,0.000122,3,381
Donny_Wndr,Donny_Wndr,,38.335886,-72.387502,-0.666667,143,603,4,17600,TRUE,1,1,2,1,1,2,94,0.081983,0.144797,12654.845325,3,0.000119,3,381
BigDankBoss1984,BigDankBoss1984,,33.791638,-72.387502,-0.257778,62,351,3,2317,TRUE,3,3,6,3,3,6,94,0.081199,0.140589,25926.799712,3,0.000204,3,381
BigMan7o0,BigMan7o0,,33.791638,-72.387502,-0.386667,62,205,3,3841,TRUE,2,2,4,2,2,4,94,0.075203,0.11835,18320.370468,3,0.000166,3,381
OhhSoJelly,OhhSoJelly,,43.153404,-81.913305,-0.386667,136,300,4,14538,TRUE,2,2,4,2,2,4,92,0.086672,0.157772,42486.811224,3,0.000172,3,381
dmarcusbaus,dmarcusbaus,,33.791638,-72.387502,-0.386667,106,84,4,4260,TRUE,2,2,4,2,2,4,95,0.075354,0.121141,44304.566531,3,0.000157,3,381
avengedwhovian,avengedwhovian,,33.791638,-72.387502,-0.300625,160,344,2,1512,TRUE,3,3,6,3,3,6,94,0.078889,0.132875,48517.909806,3,0.0002,3,381
MrttRacer,MrttRacer,,37.09024,-81.913305,-0.433333,11,19,0,774,TRUE,1,1,2,1,1,2,94,0.077348,0.125544,1539.328852,3,0.000073,3,381
SalmonHuskins,SalmonHuskins,,42.43472,-81.913305,-0.386667,30,86,1,4159,TRUE,2,2,4,2,2,4,93,0.084257,0.152368,20912.19479,3,0.000156,3,381
maxska,maxska,,33.791638,-82.998794,-0.386667,28,243,0,426,TRUE,2,2,4,2,2,4,95,0.072725,0.111307,16375.713087,3,0.000158,3,381
xNYxKnux,xNYxKnux,,40.789142,-122.411031,-0.386667,275,877,37,18403,TRUE,2,2,4,2,2,4,94,0.078082,0.128166,13383.186032,3,0.000153,3,381
WRKSNFX,WRKSNFX,,42.586888,-122.411031,-0.666667,311,551,2,5786,TRUE,1,1,2,1,1,2,93,0.081688,0.138462,786.384393,3,0.000086,3,381
The_Archduke45,The_Archduke45,,37.09024,-122.411031,-0.386667,171,1172,2,10148,TRUE,2,0,2,2,0,2,0,0,0,0,3,0.000138,3,23
Crystal_Philoso,Crystal_Philoso,,33.791638,-72.387502,-0.106667,324,681,7,9954,TRUE,0,1,1,0,1,1,96,0.069558,0.102637,0,3,0.000026,3,864
Much_Delicious,Much_Delicious,,34.233137,-81.913305,-0.106667,28,53,0,1073,TRUE,1,1,2,1,1,2,95,0.074745,0.11702,5678,3,0.000048,3,863
aawonderfluff13,aawonderfluff13,,35.759573,103.6,-0.106667,77,216,5,4231,TRUE,1,1,2,1,1,2,94,0.080769,0.136807,11354,3,0.000066,3,862
tadikas_die,tadikas_die,,33.791638,-81.913305,-0.106667,1,34,0,33,TRUE,1,1,2,1,1,2,95,0.074658,0.118368,4364.926327,3,0.00009,3,381
Skeleton_Ori,Skeleton_Ori,,11.672188,-81.913305,-0.106667,15,121,0,1749,TRUE,1,1,2,1,1,2,98,0.061172,0.083776,22810,3,0.000094,3,381
Cynder69x7,Cynder69x7,,33.736448,-72.387502,-0.106667,586,3658,5,23357,TRUE,1,1,2,1,1,2,97,0.065151,0.092738,22781,3,0.000106,3,381
renithehiigaran,renithehiigaran,,-14.235004,-81.913305,-0.106667,35,244,0,357,TRUE,1,1,2,1,1,2,96,0.069683,0.104082,22752,3,0.000116,3,381
TomAdame2,TomAdame2,,33.791638,-122.411031,-0.106667,3,9,1,72,TRUE,1,1,2,1,1,2,95,0.074892,0.118987,22723,3,0.000124,3,381
livelilja,livelilja,,33.791638,-82.998794,-0.106667,13,88,0,794,TRUE,1,1,2,1,1,2,94,0.080943,0.13966,22694,3,0.000132,3,381
BlueCupCapp,BlueCupCapp,,33.791638,-72.387502,-0.106667,46,383,1,556,TRUE,1,1,2,1,1,2,93,0.082882,0.145173,0,3,0.000078,3,381
MrZeroGun,MrZeroGun,,52.355518,-81.913305,-0.106667,188,343,20,4988,TRUE,1,1,2,1,1,2,96,0.068875,0.101751,6086.61998,3,0.000087,3,381
_snipernight_,_snipernight_,,-37.562159,103.6,-0.106667,15,81,0,229,TRUE,1,1,2,1,1,2,95,0.073965,0.115949,6057.61998,3,0.0001,3,381
DankHorn,DankHorn,,40.783649,-72.387502,-0.106667,416,217,8,18639,TRUE,1,1,2,1,1,2,96,0.070475,0.106871,0,3,0.00009,3,381
king_doggers,king_doggers,,0,-82.998794,-0.106667,38,101,0,116,TRUE,1,1,2,1,1,2,96,0.06589,0.093775,5811.387262,3,0.000119,3,381
Second_Rate_man,Second_Rate_man,,50.019619,-81.913305,-0.106667,21,43,1,47,TRUE,1,1,2,1,1,2,95,0.07053,0.105492,5782.387262,3,0.000127,3,381
Hentai_Chill,Hentai_Chill,,33.791638,-82.998794,0.073333,40,117,0,314,FALSE,4,4,8,4,4,8,94,0.075874,0.121163,94754.738677,3,0.000355,3,381
EasternIdiom,EasternIdiom,,44.07,-72.387502,0.146667,177,446,2,14310,FALSE,2,2,4,2,2,4,96,0.069559,0.103664,68727.153498,3,0.0002,3,381
EliseMoonsilver,EliseMoonsilver,,33.791638,-72.387502,-0.053333,30,105,0,1114,TRUE,1,1,2,1,1,2,95,0.069949,0.10354,2863.803556,3,0.000097,3,381
irjimmyg,irjimmyg,,33.791638,-82.998794,-0.106667,746,23,7,14271,TRUE,1,1,2,1,1,2,95,0.06994,0.10344,5704,3,0.000096,3,381
RaposoboyRyan,RaposoboyRyan,,33.791638,-81.913305,-0.106667,27,90,1,220,TRUE,1,1,2,1,1,2,94,0.075193,0.11814,5675,3,0.000108,3,381
Azzouron,Azzouron,,52.879275,-72.387502,-0.106667,114,142,3,1560,TRUE,1,1,2,1,1,2,96,0.068301,0.099758,5792.828396,3,0.000096,3,381
DGMDamian,DGMDamian,,33.791638,-72.387502,-0.106667,70,89,0,1102,TRUE,1,1,2,1,1,2,95,0.073301,0.113235,5763.828396,3,0.000108,3,381
NYGamer,NYGamer,,40.789142,-81.913305,-0.053333,2088,1779,146,178581.5,TRUE,2,2,4,2,2,4,94,0.079091,0.131572,21062.42337,3,0.000173,3,381
realtriangulous,realtriangulous,,44.372117,-81.913305,-0.106667,64,174,0,1426,TRUE,1,1,2,1,1,2,94,0.076771,0.122877,1979.201363,3,0.000099,3,381
bherrell12,bherrell12,,33.791638,-72.387502,-0.053333,30,124,0,2580,TRUE,2,2,4,2,2,4,93,0.083148,0.1453,18794.629296,3,0.000179,3,381
RealReesesBowl,RealReesesBowl,,41.203322,-81.913305,-0.106667,25,119,0,1463,TRUE,1,1,2,1,1,2,92,0.086655,0.15751,11876.19872,3,0.000107,3,381
Sparky_Shepard,Sparky_Shepard,,33.791638,-81.913305,-0.106667,21,36,0,300,TRUE,1,1,2,1,1,2,97,0.065496,0.093876,5704,3,0.000078,3,381
bluevirus1,bluevirus1,,33.791638,-72.387502,-0.106667,20,43,0,1683,TRUE,1,1,2,1,1,2,96,0.07008,0.105592,5675,3,0.000092,3,381
CorTheSavCat,CorTheSavCat,,52.355518,-72.387502,0.123333,96,110,2,1638,FALSE,2,2,4,2,2,4,95,0.075633,0.122143,34273.575323,3,0.000198,3,381
Setzaroth,Setzaroth,,33.791638,-81.913305,0.031111,90,82,7,4954,FALSE,3,3,6,3,3,6,93,0.087509,0.166559,62666.482117,3,0.000262,3,381
RaptorRCX,RaptorRCX,,34.048928,-81.913305,-0.106667,30,80,2,810,TRUE,1,1,2,1,1,2,93,0.086813,0.162611,1946.994967,3,0.0001,3,381
HaloMillennium,HaloMillennium,,40.058324,-82.998794,-0.106667,748,326,41,108511,TRUE,1,1,2,1,1,2,95,0.073993,0.115642,11214.026594,3,0.000077,3,381
Katix88,Katix88,,33.791638,-82.998794,-0.027222,244,510,7,8262,TRUE,2,2,4,2,2,4,94,0.079901,0.134968,17140.230134,3,0.00017,3,381
TheDerekRobbins,TheDerekRobbins,,33.791638,-122.411031,-0.053333,130,282,4,3372,TRUE,2,2,4,2,2,4,93,0.082838,0.145293,19357.997731,3,0.000165,3,381
Jobs_for_Fun,Jobs_for_Fun,,33.836081,-82.998794,-0.106667,55,199,1,2727,TRUE,1,1,2,1,1,2,96,0.066223,0.09419,17109,3,0.000088,3,381
WindowsNDoors96,WindowsNDoors96,,33.791638,-122.411031,-0.106667,424,781,10,3720,TRUE,1,1,2,1,1,2,95,0.070913,0.10591,17080,3,0.0001,3,381
TaidaInu,TaidaInu,,42.43472,-81.913305,-0.106667,22,193,0,1314,TRUE,1,1,2,1,1,2,94,0.076317,0.121378,17051,3,0.000111,3,381
splurgeurge,splurgeurge,,33.791638,-81.913305,-0.106667,83,547,0,8600,TRUE,1,1,2,1,1,2,93,0.082613,0.142962,17022,3,0.00012,3,381
TheyCallMeAdam3,TheyCallMeAdam3,,33.791638,-122.411031,-0.106667,229,1953,5,6436,TRUE,1,1,2,1,1,2,93,0.086326,0.160692,1204.85217,3,0.000081,3,381
zedoom,zedoom,,56.130366,-122.411031,0.146667,155,802,22,47179,FALSE,2,2,4,2,2,4,94,0.082219,0.142993,14572.244248,3,0.000156,3,381
NovaProspect362,NovaProspect362,,0,-81.913305,-0.106667,408,339,103,39811,TRUE,1,1,2,1,1,2,94,0.073935,0.11446,5768.71009,3,0.000073,3,381
Menethas,Menethas,,33.791638,-82.998794,-0.106667,287,585,12,22785,TRUE,1,1,2,1,1,2,93,0.079831,0.133178,5739.71009,3,0.000088,3,381
NECRO_XIII,NECRO_XIII,,33.791638,-81.913305,-0.035556,133,289,3,9583,TRUE,3,3,6,3,3,6,94,0.081185,0.140684,37786.372098,3,0.000286,3,381
RonnieBarter,RonnieBarter,,25.791705,-81.913305,-0.106667,161,672,1,4749,TRUE,1,1,2,1,1,2,96,0.069033,0.101995,2826.7625,3,0.000107,3,381
Shadow_Speed11,Shadow_Speed11,,39.550051,-81.913305,-0.053333,111,77,1,2657,TRUE,2,2,4,2,2,4,95,0.074148,0.116256,34188.424242,3,0.000216,3,381
Diortem,Diortem,,33.791638,-72.387502,-0.053333,182,272,20,10847,TRUE,1,1,2,1,1,2,94,0.080034,0.135232,17013.833333,3,0.000118,3,381
DustinG6401,DustinG6401,,42.325593,-72.387502,-0.106667,21,176,0,1574,TRUE,1,1,2,1,1,2,99,0.057333,0.075673,28510,3,0.000094,3,381
funny_etp,funny_etp,,44.07,-84.389488,-0.106667,78,141,0,7276,TRUE,1,1,2,1,1,2,98,0.060815,0.082771,28481,3,0.000106,3,381
Nintenloup_Wolf,Nintenloup_Wolf,,45.501689,-81.913305,-0.106667,115,150,1,9033,TRUE,1,1,2,1,1,2,97,0.064746,0.091476,28452,3,0.000116,3,381
aj_gtchaos,aj_gtchaos,,40.716488,103.6,-0.106667,92,268,3,3208,TRUE,1,1,2,1,1,2,96,0.06922,0.102442,28423,3,0.000124,3,381
MarkusVolkmann,MarkusVolkmann,,47.923798,-82.998794,-0.106667,15,36,0,794,TRUE,1,1,2,1,1,2,95,0.074359,0.116756,28394,3,0.000131,3,381
Dayru__,Dayru__,,33.791638,-72.387502,-0.106667,30,170,0,683,TRUE,1,1,2,1,1,2,94,0.080323,0.136406,28365,3,0.000138,3,381
pepsimanspriest,pepsimanspriest,,33.518005,-81.913305,0.1025,12,168,0,1327,FALSE,4,4,8,4,4,8,93,0.087326,0.165633,166522.475025,3,0.000323,3,381
Zenny_56,Zenny_56,,39.550051,-122.411031,-0.106667,1,43,0,100,TRUE,1,1,2,1,1,2,95,0.074865,0.118343,5837.391333,3,0.000094,3,381
Ahhhh96795836,Ahhhh96795836,,33.791638,103.6,-0.106667,8,29,0,92,TRUE,1,1,2,1,1,2,94,0.080918,0.138652,5808.391333,3,0.000106,3,381
ToonErik,ToonErik,,33.875293,-122.411031,-0.106667,213,551,5,21437,TRUE,1,1,2,1,1,2,95,0.073479,0.114002,933.489201,3,0.00008,3,381
Adamatseu,Adamatseu,,44.07,103.6,0.010833,338,200,13,16861,FALSE,1,1,2,1,1,2,96,0.070345,0.106194,50645.420278,3,0.000087,3,381
Spoopoy,Spoopoy,,33.206648,-81.913305,-0.106667,23,117,0,396,TRUE,1,1,2,1,1,2,97,0.065411,0.093295,17109,3,0.000077,3,381
applegeekeve,applegeekeve,,33.791638,-72.387502,-0.106667,208,571,17,24350,TRUE,1,1,2,1,1,2,96,0.069982,0.104783,17080,3,0.000092,3,381
TheAlphajoker1,TheAlphajoker1,,33.791638,-122.411031,-0.106667,56,181,10,3499,TRUE,1,1,2,1,1,2,95,0.07524,0.1199,17051,3,0.000104,3,381
