Id,Label,timeset,lat,lng,polarity,followers,friends,listed,status,polarity_boolean,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,strongcompnum
Dr_EthicsGate,Dr_EthicsGate,,33.791638,-72.387502,0.065289,16,0,0,3448,FALSE,1,1,2,3,3,6,0,0,0,0,0,0.000026,0,0
Rubysky22,Rubysky22,,44.07,-81.913305,-0.65,80,2247,17,1299,TRUE,0,1,1,0,1,1,1,1,1,0,1,0.000026,1,2
RltaMarchelya,RltaMarchelya,,40.712775,-81.913305,-0.65,69,2198,10,1220,TRUE,1,0,1,1,0,1,0,0,0,0,1,0.000048,1,1
WatermansDP166,WatermansDP166,,33.467226,-122.411031,-0.65,45,2268,2,1166,TRUE,0,1,1,0,1,1,3,0.5,0.611111,0,2,0.000026,2,6
p9c4chU,p9c4chU,,33.791638,-81.913305,-0.65,56,2259,17,1279,TRUE,1,1,2,1,1,2,2,0.666667,0.75,2,2,0.000048,2,5
StillBeautiful9,StillBeautiful9,,33.791638,-81.913305,-0.65,81,2292,12,1254,TRUE,1,1,2,1,1,2,1,1,1,2,2,0.000066,2,4
RChen30,RChen30,,40.712775,-81.913305,-0.65,67,2276,11,1186,TRUE,1,0,1,1,0,1,0,0,0,0,2,0.000082,2,3
fuzzytoad,fuzzytoad,,33.791638,-84.389488,0.25,1455,2143,36,22875,FALSE,1,3,4,1,3,4,93,0.08508,0.153558,6566.328493,3,0.000079,3,381
Lenneth_fr,Lenneth_fr,,46.227638,-82.998794,-0.04213,1302,1683,57,27804,TRUE,8,9,17,8,9,17,92,0.091461,0.181845,284278.945858,3,0.000537,3,381
st1cky_k3ys,st1cky_k3ys,,12.879721,-81.913305,0.1875,180,426,1,10331,FALSE,2,3,5,2,3,5,94,0.084364,0.154034,108817.441971,3,0.000208,3,381
ty2010b,ty2010b,,39.039219,-122.411031,-0.006735,2588,2030,270,257303.5946,TRUE,25,26,51,27,26,53,93,0.092064,0.194129,767937.392478,3,0.001587,3,381
Leviathan4444,Leviathan4444,,42.43472,-82.998794,0.010242,103,128,1,11484,FALSE,43,41,84,53,46,99,92,0.094476,0.206635,1788630.897072,3,0.002137,3,381
JohnFreemanGG,JohnFreemanGG,,32.041884,-82.998794,-0.5,263,334,22,15801,TRUE,0,1,1,0,1,1,93,0.073772,0.111503,0,3,0.000026,3,383
Mobius_One6,Mobius_One6,,37.09024,-122.411031,-1,322,364,3,3370,TRUE,1,1,2,1,1,2,92,0.079634,0.129084,5677,3,0.000048,3,382
nerevar92,nerevar92,,0,-81.913305,-0.09,107,585,1,8869,TRUE,3,4,7,3,4,7,91,0.086509,0.154576,168379.662447,3,0.000239,3,381
Lain_Coulbert,Lain_Coulbert,,35.221997,-82.998794,-0.173214,634,963,69,71585,TRUE,7,7,14,7,7,14,93,0.086064,0.161933,1011119.331415,3,0.000467,3,381
rannos222,rannos222,,33.791638,-81.913305,-0.117956,212,253,7,13891.25,TRUE,6,5,11,6,5,11,93,0.085206,0.155794,107683.915265,3,0.000368,3,381
BenjusMaximus,BenjusMaximus,,18.325785,-72.387502,-0.002626,440,245,63,36242,TRUE,10,9,19,10,10,20,93,0.089445,0.178722,142333.935109,3,0.00064,3,381
ScrotoTheGreat,ScrotoTheGreat,,44.07,-81.913305,-0.333333,2050,4498,49,35208.33333,TRUE,3,3,6,3,3,6,95,0.075035,0.118268,71155.762624,3,0.000216,3,381
OneGuyWithSocks,OneGuyWithSocks,,41.247637,-81.913305,0.033333,279,733,2,14429,FALSE,3,3,6,3,3,6,95,0.076704,0.12244,55073.919093,3,0.000278,3,381
TheRealRazgriz,TheRealRazgriz,,0,-122.411031,-0.45,220,503,7,9905,TRUE,2,2,4,2,2,4,94,0.082974,0.143601,49352.869213,3,0.000163,3,381
Ustek_Orb,Ustek_Orb,,33.791638,-122.411031,-0.42875,42,161,0,1216,TRUE,3,3,6,3,3,6,93,0.088108,0.169637,73152.085102,3,0.000248,3,381
nomuru2d,nomuru2d,,27.273049,-81.913305,-0.025322,1787,1670,101,107119,TRUE,60,66,126,68,79,147,92,0.096383,0.220457,2887828.219435,3,0.00317,3,381
LadyDaemontus,LadyDaemontus,,51.519122,-82.998794,-0.169728,1540,4150,51,20412,TRUE,3,4,7,3,5,8,93,0.081807,0.139684,29029.630828,3,0.000157,3,381
NA,NA,,44.07,-81.913305,,,,,"#N/A","#N/A",2,2,4,2,2,4,92,0.085253,0.149469,25451.588557,3,0.000151,3,381
TraceMiller69,TraceMiller69,,33.791638,-122.411031,-1,148,454,7,9885,TRUE,1,1,2,1,1,2,93,0.0839,0.150267,2624.010704,3,0.00009,3,381
Redking47175373,Redking47175373,,52.355518,-81.913305,-0.014965,741,4802,0,45425,TRUE,28,27,55,28,28,56,92,0.091576,0.188725,804315.410114,3,0.001646,3,381
abel9210,abel9210,,40.712775,103.6,-0.176042,44,175,3,5981,TRUE,8,8,16,8,8,16,93,0.085316,0.15878,148355.159253,3,0.00051,3,381
ArsenyPoga,ArsenyPoga,,37.839333,-72.387502,-0.193333,302,3052,11,19867.66667,TRUE,9,9,18,9,9,18,93,0.088794,0.175064,143668.365778,3,0.000582,3,381
PainfulBuggery,PainfulBuggery,,33.791638,-81.913305,-0.163194,352,784,5,4364,TRUE,7,7,14,7,7,14,94,0.085839,0.157957,73321.572039,3,0.000403,3,381
DreadSlacks,DreadSlacks,,44.07,-72.387502,-0.182738,120,113,1,7541,TRUE,5,3,8,6,3,9,94,0.080641,0.138121,41915.652548,3,0.000344,3,381
ThoughtsFromLee,ThoughtsFromLee,,43.038902,-122.411031,0.149074,293,1831,4,12483,FALSE,8,9,17,8,9,17,93,0.087371,0.1668,163829.377419,3,0.000469,3,381
SpeakableHastur,SpeakableHastur,,44.07,-81.913305,-0.006668,1327,,9,33813,TRUE,23,25,48,24,27,51,92,0.091926,0.191292,678035.263973,3,0.001324,3,381
poeticrat,poeticrat,,33.791638,-81.913305,-0.085646,562,108,77,60761,TRUE,31,33,64,33,34,67,92,0.093349,0.200352,844824.520403,3,0.001931,3,381
Bisexualingual,Bisexualingual,,33.791638,-72.387502,-0.12,51,159,22,8687,TRUE,5,5,10,5,5,10,93,0.086999,0.164533,102436.091985,3,0.00028,3,381
kawaiiDanuki,kawaiiDanuki,,44.07,-82.998794,-0.102381,139,770,0,24792,TRUE,5,5,10,5,5,10,93,0.084789,0.155539,50846.346245,3,0.000286,3,381
pow3rpuffsama,pow3rpuffsama,,33.791638,-81.913305,0.05,588,101,4,20197,FALSE,1,1,2,1,1,2,94,0.077753,0.127077,579.474536,3,0.000075,3,381
VoicedAsrai,VoicedAsrai,,33.791638,-122.411031,-0.032731,165,60,57,68958,TRUE,10,8,18,11,9,20,93,0.084305,0.151922,132125.953861,3,0.000656,3,381
Muirdrune,Muirdrune,,33.791638,-81.913305,-0.090635,140,481,24,19418,TRUE,7,6,13,7,6,13,93,0.084934,0.153109,166851.349314,3,0.000452,3,381
paininmahballs2,paininmahballs2,,33.791638,-81.913305,0.013644,533,848,103,98303.42529,FALSE,41,44,85,45,51,96,92,0.095765,0.210609,1581185.823704,3,0.002108,3,381
Hacks4001,Hacks4001,,33.791638,-82.998794,-0.085224,1687,2265,287,263937,TRUE,45,44,89,50,45,95,91,0.09646,0.211966,2134289.887651,3,0.002858,3,381
Neothanos,Neothanos,,-22.912176,-81.913305,-0.040924,2150,1993,141,80098,TRUE,30,30,60,31,32,63,91,0.093545,0.196188,1007287.765262,3,0.001785,3,381
Supperdude9,Supperdude9,,31.968599,-81.913305,-0.041563,4150,834,151,113611,TRUE,13,16,29,13,16,29,92,0.090203,0.178688,410678.682907,3,0.000766,3,381
KevinDahmer,KevinDahmer,,56.130366,-82.998794,0.07,1697,2091,52,44983,FALSE,5,5,10,5,5,10,93,0.087933,0.168339,132171.74961,3,0.000277,3,381
rugliabeoulve2,rugliabeoulve2,,44.07,-81.913305,0.043391,1494,375,,78621.76077,FALSE,35,47,82,43,53,96,92,0.095617,0.213307,1489564.308431,3,0.001812,3,381
Gamerben111,Gamerben111,,41.586631,-84.389488,0.042192,1287,2496,88,110652.7059,FALSE,15,15,30,15,16,31,92,0.092219,0.191237,187106.912175,3,0.000766,3,381
I_AM_IRON_VAN,I_AM_IRON_VAN,,27.23071,-82.998794,-0.039228,2857,2755,236,170837,TRUE,43,48,91,45,57,102,92,0.095256,0.209969,1441392.568274,3,0.002188,3,381
squeakesquirrel,squeakesquirrel,,44.07,-81.913305,-0.025926,293,765,1,32158.69565,TRUE,17,16,33,18,16,34,93,0.091304,0.187344,247811.408662,3,0.000841,3,381
Hazerion,Hazerion,,33.791638,-82.998794,0.005938,352,105,61,39646,FALSE,7,7,14,7,7,14,93,0.086557,0.161828,73092.13518,3,0.000469,3,381
The_RunicKnight,The_RunicKnight,,37.09024,-122.411031,-0.054734,301,415,8,18178.75556,TRUE,33,33,66,37,36,73,92,0.093983,0.201632,1063890.999931,3,0.001871,3,381
Shuttlecock7,Shuttlecock7,,33.791638,-81.913305,0.15,312,360,12,2910,FALSE,3,3,6,3,3,6,93,0.088094,0.169781,56533.711538,3,0.000242,3,381
THE_Gamer2002,THE_Gamer2002,,33.791638,-122.411031,-0.025926,839,1447,76,31145,TRUE,6,6,12,6,6,12,93,0.089668,0.17642,56682.940797,3,0.000382,3,381
truthswarm,truthswarm,,38.925021,-122.411031,-0.066773,,2673,129,95925.74138,TRUE,44,44,88,50,52,102,92,0.095059,0.210034,2462791.557349,3,0.002628,3,381
RobertNiedan,RobertNiedan,,33.791638,-81.913305,0,1461,4258,9,15619,TRUE,3,2,5,3,2,5,94,0.084985,0.153303,38878.610556,3,0.000247,3,381
that1othergi,that1othergi,,33.791638,-122.411031,0.09263,345,62,69,92025.64706,FALSE,23,22,45,24,25,49,93,0.092753,0.192348,660063.69881,3,0.001382,3,381
MariesLostBeef,MariesLostBeef,,1.352083,-82.998794,-0.008012,,776,262,190612,TRUE,72,59,131,87,70,157,92,0.095807,0.216271,2672290.618835,3,0.00418,3,381
B0820,B0820,,33.791638,-72.387502,-0.059101,648,1036,70,52860,TRUE,25,27,52,26,27,53,92,0.092947,0.193958,940040.140164,3,0.00141,3,381
L4serbear,L4serbear,,46.818188,-82.998794,0.045238,382,456,22,27160,FALSE,6,7,13,6,7,13,93,0.085758,0.158237,102011.817161,3,0.000361,3,381
BadluckDuelist,BadluckDuelist,,33.791638,-72.387502,0.097222,23,84,0,833,FALSE,1,1,2,1,1,2,93,0.080677,0.137432,1145.189579,3,0.00007,3,381
Ljay90,Ljay90,,43.040585,-82.998794,-0.266667,1278,1562,81,112404,TRUE,0,1,1,0,1,1,104,0.031338,0.033358,0,18,0.000026,3,386
afrokai,afrokai,,44.07,103.6,-0.061905,595,2060,104,97284,TRUE,2,1,3,2,1,3,103,0.032347,0.034556,45450,18,0.000151,3,385
NRNNancyAH,NRNNancyAH,,34.048928,-81.913305,-0.65,1009,1478,0,6926,TRUE,0,1,1,0,1,1,133,0.019427,0.020879,0,12,0.000026,3,412
JosephERash1,JosephERash1,,44.942898,-82.998794,-0.325,1424,950,65,91971,TRUE,2,2,4,2,2,4,132,0.019809,0.021418,28505,12,0.000118,3,411
ed53780,ed53780,,27.664827,-72.387502,-0.65,610,429,31,21889,TRUE,1,1,2,1,1,2,1,1,1,6,12,0.000076,3,410
NadlerJanet,NadlerJanet,,27.664827,-81.913305,-0.65,714,560,13,53202,TRUE,1,0,1,1,0,1,0,0,0,0,12,0.00009,3,409
CryptoCooperII,CryptoCooperII,,38.898514,-72.387502,0,158,440,0,796,TRUE,0,1,1,0,1,1,3,0.5,0.611111,0,4,0.000026,4,416
Vogel2Sturm,Vogel2Sturm,,44.07,-122.411031,0,190,390,0,1877,TRUE,1,1,2,1,1,2,2,0.666667,0.75,2,4,0.000048,4,415
TobiasRieper14,TobiasRieper14,,33.791638,-122.411031,0,279,544,0,5913,TRUE,1,1,2,1,1,2,1,1,1,2,4,0.000066,4,414
NotIsaacPutin,NotIsaacPutin,,33.791638,-81.913305,0,19,54,0,221,TRUE,1,0,1,1,0,1,0,0,0,0,4,0.000082,4,413
bobnfn1,bobnfn1,,33.791638,-72.387502,-0.65,1259,1252,34,52289,TRUE,0,1,1,0,1,1,5,0.333333,0.456667,0,5,0.000026,5,422
M08D26,M08D26,,42.360082,-82.998794,-0.65,2643,2525,77,48269,TRUE,1,1,2,1,1,2,4,0.4,0.520833,4,5,0.000048,5,421
SteveScott78539,SteveScott78539,,44.07,-81.913305,-0.65,63,169,1,2352,TRUE,1,1,2,1,1,2,3,0.5,0.611111,6,5,0.000066,5,420
Amie2010teo,Amie2010teo,,33.791638,-72.387502,-0.65,80,132,0,3028,TRUE,1,1,2,1,1,2,2,0.666667,0.75,6,5,0.000082,5,419
Pstilentdefiler,Pstilentdefiler,,37.09024,-81.913305,-0.225,393,424,13,27352,TRUE,1,1,2,1,1,2,1,1,1,4,5,0.000096,5,418
Pokey1121917,Pokey1121917,,41.070008,-81.913305,-0.65,341,392,0,7193,TRUE,1,0,1,1,0,1,0,0,0,0,5,0.000107,5,417
ANTIGOPMVMT,ANTIGOPMVMT,,0,-72.387502,0,3713,996,15,16256,TRUE,0,1,1,0,1,1,2,0.666667,0.75,0,6,0.000026,6,425
songprog,songprog,,34.052234,-81.913305,0,205,162,1,14248,TRUE,1,1,2,1,1,2,1,1,1,1,6,0.000048,6,424
mariatihui,mariatihui,,0,-82.998794,0,1590,5001,71,53016,TRUE,1,0,1,1,0,1,0,0,0,0,6,0.000066,6,423
deathpigeon,deathpigeon,,40.179265,-72.387502,0.1,4089,1434,43,99493,FALSE,0,2,2,0,2,2,113,0.023906,0.025344,0,18,0.000026,3,427
n0nmanifest,n0nmanifest,,43.653226,-81.913305,0.2,444,1086,11,10907,FALSE,1,0,1,1,0,1,0,0,0,0,18,0.000037,3,426
faryl,faryl,,32.715738,-72.387502,0.036111,4976,4084,290,60826,FALSE,0,1,1,0,1,1,3,0.5,0.611111,0,7,0.000026,7,431
TooxCB,TooxCB,,39.961176,-122.411031,0.036111,309,813,16,3356,FALSE,1,1,2,1,1,2,2,0.666667,0.75,2,7,0.000048,7,430
VV4994,VV4994,,33.791638,-122.411031,0.036111,31,124,0,8180,FALSE,1,1,2,1,1,2,1,1,1,2,7,0.000066,7,429
packbat,packbat,,39.045755,-81.913305,0.036111,196,157,41,30052,FALSE,1,0,1,1,0,1,0,0,0,0,7,0.000082,7,428
AndrewGleasonOJ,AndrewGleasonOJ,,42.326515,-72.387502,-0.047941,1062,208,34,17271.02703,TRUE,0,2,2,0,2,2,93,0.083054,0.145909,0,3,0.000026,3,432
TabuthaRasa,TabuthaRasa,,44.07,-81.913305,0.043167,2158,2799,35,49639,FALSE,8,5,13,8,6,14,92,0.09042,0.179306,1069458.314333,3,0.00039,3,381
0uttaS1TE,0uttaS1TE,,51.786887,103.6,-0.4,957,1148,28,48287,TRUE,1,1,2,1,1,2,98,0.062281,0.086579,17109,3,0.000092,3,381
mythousandfaces,mythousandfaces,,35.937496,-81.913305,-0.075,896,659,68,106647,TRUE,1,1,2,1,1,2,97,0.066411,0.096254,17080,3,0.000104,3,381
tyblorsion,tyblorsion,,52.355518,-122.411031,-0.2,597,183,104,177927,TRUE,1,1,2,1,2,3,96,0.071127,0.108641,17051,3,0.000114,3,381
TheBigLoaf,TheBigLoaf,,53.763225,-122.411031,-0.2,505,410,4,31027,TRUE,1,1,2,2,1,3,95,0.076564,0.125183,17022,3,0.000123,3,381
JohnathanMulroo,JohnathanMulroo,,52.133214,-82.998794,-0.092143,1428,2289,48,68666,TRUE,4,4,8,4,4,8,94,0.082901,0.148761,58722.816562,3,0.000295,3,381
salomon_hadren,salomon_hadren,,50.04887,-81.913305,-0.092424,914,2379,29,24415,TRUE,5,5,10,5,5,10,93,0.088333,0.171524,59641.064703,3,0.000339,3,381
4rtt5ty,4rtt5ty,,40.680656,103.6,-0.062703,1966,1778,116,69851,TRUE,26,21,47,28,26,54,92,0.093386,0.195881,530895.6572,3,0.001443,3,381
DeadJockey,DeadJockey,,0,-72.387502,0.25,312,128,67,30152,FALSE,2,1,3,2,1,3,93,0.081863,0.13995,477.97057,3,0.000094,3,381
SuchRandomGamer,SuchRandomGamer,,44.07,-81.913305,-0.032632,1777,1199,276,116913,TRUE,19,16,35,24,22,46,91,0.093388,0.189659,470703.382723,3,0.001026,3,381
CommonCormorant,CommonCormorant,,34.545307,-72.387502,0.040487,1879,2097,190,287082,FALSE,11,9,20,12,9,21,92,0.091195,0.183303,208151.394592,3,0.000596,3,381
RedbobBackup,RedbobBackup,,42.062992,-81.913305,-0.048684,645,795,56,33852,TRUE,10,11,21,10,11,21,92,0.090591,0.180782,113523.817951,3,0.000541,3,381
AngronIsAngry,AngronIsAngry,,43.646197,-72.387502,0.0175,759,1466,65,23854,FALSE,9,8,17,10,8,18,93,0.088326,0.168878,76852.984202,3,0.000454,3,381
Swifter358,Swifter358,,53.349805,-81.913305,0.5,250,1691,6,538,FALSE,1,1,2,1,1,2,93,0.087435,0.16592,1167.388856,3,0.000074,3,381
WilliamRLBaker,WilliamRLBaker,,40.045592,-122.411031,-0.016886,905,751,98,113918,TRUE,7,6,13,7,6,13,93,0.089031,0.17584,70424.424857,3,0.000374,3,381
Mislu_Kravin,Mislu_Kravin,,39.399872,-82.998794,0.012879,1551,1078,279,323491,FALSE,32,40,72,38,47,85,92,0.094872,0.208762,1029168.703834,3,0.001805,3,381
Cibiscosis,Cibiscosis,,46.072735,-72.387502,-0.122454,485,545,17,40972,TRUE,15,16,31,15,16,31,92,0.09136,0.185296,211790.52257,3,0.000855,3,381
fsbossfight,fsbossfight,,33.791638,-84.389488,-0.099769,529,780,44,11306,TRUE,4,4,8,4,5,9,92,0.088397,0.16781,37587.711641,3,0.000257,3,381
Blaugast,Blaugast,,33.791638,-72.387502,0.047121,3077,2774,303,157929,FALSE,52,49,101,63,56,119,92,0.095016,0.209688,1957568.032292,3,0.00288,3,381
GrueGoblin,GrueGoblin,,49.820923,-82.998794,-0.043785,253,588,8,3356,TRUE,3,3,6,3,3,6,93,0.081876,0.141049,18369.565412,3,0.00017,3,381
VAnnashingAct,VAnnashingAct,,33.791638,-122.411031,-0.104167,237,482,3,24444,TRUE,1,2,3,1,2,3,107,0.028945,0.031119,113136.5,18,0.000104,3,381
NihiliaXIV,NihiliaXIV,,44.07,-81.913305,-0.104167,,533,3,35134,TRUE,2,1,3,2,1,3,106,0.02963,0.031436,162271.5,18,0.000219,3,381
ADudeFromNowere,ADudeFromNowere,,44.07,103.6,0.037716,1283,697,20,93677.11111,FALSE,17,15,32,17,18,35,91,0.092588,0.182721,1045296.519919,3,0.001139,3,381
HeresyHouse,HeresyHouse,,-27.469771,-82.998794,-0.002324,1229,4999,160,66793,TRUE,9,10,19,10,11,21,92,0.087637,0.163765,110934.090904,3,0.000591,3,381
EaveeErso,EaveeErso,,37.09024,-72.387502,-0.299023,13,73,2,223,TRUE,1,2,3,1,2,3,93,0.084795,0.152041,1965.407387,3,0.000076,3,381
Lightn1ngHand,Lightn1ngHand,,41.203322,-82.998794,0.041875,847,416,63,85355,FALSE,8,8,16,8,8,16,92,0.089586,0.172256,128193.627329,3,0.000509,3,381
CapCaribbean,CapCaribbean,,52.132633,-72.387502,-0.005864,412,1397,28,13041,TRUE,9,7,16,10,9,19,91,0.087852,0.16094,155668.17679,3,0.000452,3,381
EscapeVelo,EscapeVelo,,37.776796,-72.387502,0.051542,5605,5049,372,246822.9796,FALSE,27,30,57,32,36,68,90,0.094073,0.190808,3333171.004299,3,0.001446,3,381
overunderwriter,overunderwriter,,33.791638,-81.913305,-0.024132,101,114,10,6340,TRUE,2,5,7,5,5,10,94,0.085175,0.158588,10140.378987,3,0.000107,3,381
MEMESofVIOLENCE,MEMESofVIOLENCE,,33.791638,-82.998794,-0.045341,2299,804,95,124103,TRUE,21,23,44,22,23,45,93,0.092007,0.193367,476956.829034,3,0.001233,3,381
WillGalladryn,WillGalladryn,,37.128279,-122.411031,0,1138,4948,7,18564,TRUE,1,1,2,1,1,2,94,0.08253,0.141366,1157.656472,3,0.000071,3,381
UniversityWatc1,UniversityWatc1,,47.21202,-122.411031,0.068608,4873,3400,287,226025,FALSE,7,10,17,8,11,19,93,0.089948,0.173545,162471.334753,3,0.000551,3,381
rchc13,rchc13,,33.791638,-81.913305,-0.094889,450,1300,12,9573,TRUE,12,7,19,14,10,24,92,0.090463,0.177006,100691.569236,3,0.000702,3,381
angrynationalis,angrynationalis,,33.791638,-72.387502,0.057813,2544,1173,40,129915,FALSE,4,5,9,7,5,12,92,0.088552,0.168142,12629.433638,3,0.000273,3,381
notrowanpaulsen,notrowanpaulsen,,33.791638,-81.913305,-0.062239,115,390,2,16621,TRUE,13,13,26,14,14,28,93,0.088942,0.174524,223145.163903,3,0.000719,3,381
FuturistDog,FuturistDog,,37.123715,-84.389488,-0.016166,1694,958,43,54264,TRUE,19,21,40,19,21,40,92,0.091681,0.186399,513417.809694,3,0.001114,3,381
EnwroughtDreams,EnwroughtDreams,,33.791638,-72.387502,0.019246,1511,1512,267,398793,FALSE,22,21,43,22,22,44,92,0.092215,0.189742,693090.70173,3,0.001449,3,381
StolenEyesX,StolenEyesX,,52.355518,-81.913305,0.009501,251,714,9,5411,FALSE,21,21,42,24,21,45,91,0.093605,0.191752,607585.529344,3,0.001217,3,381
WhoYaster999,WhoYaster999,,55.958987,-122.411031,-0.118333,539,376,8,15079,TRUE,10,11,21,10,11,21,93,0.085342,0.158294,284207.300962,3,0.000649,3,381
Zaynedj,Zaynedj,,-30.559482,-122.411031,0.25,277,325,7,21241,FALSE,3,3,6,3,3,6,93,0.086713,0.162485,156177.394711,3,0.000316,3,381
thefirstaxlyon,thefirstaxlyon,,30.385755,-122.411031,-0.02816,318,365,28,28530,TRUE,15,17,32,19,17,36,92,0.09137,0.184357,422388.939801,3,0.000944,3,381
brokenXscale,brokenXscale,,33.791638,-72.387502,-0.081944,137,235,44,39201,TRUE,3,3,6,3,3,6,93,0.083721,0.149652,35631.14391,3,0.000207,3,381
KnightWing19,KnightWing19,,48.476297,-82.998794,0.063452,1622,2443,35,51160,FALSE,6,6,12,6,7,13,93,0.087625,0.167848,100434.736442,3,0.000361,3,381
RainbowSquidInk,RainbowSquidInk,,39.768403,-81.913305,0.02583,935,3285,69,91265,FALSE,5,5,10,5,5,10,94,0.083007,0.150167,65583.855915,3,0.000359,3,381
CommonSenseBro1,CommonSenseBro1,,33.791638,-72.387502,0.1,104,1202,2,5421,FALSE,3,3,6,3,3,6,93,0.084058,0.151427,19328.745295,3,0.00022,3,381
thegothking,thegothking,,44.07,-122.411031,-0.009862,449,1189,51,52565,TRUE,22,21,43,23,23,46,92,0.091563,0.188432,569807.390152,3,0.001345,3,381
DrEvilGames,DrEvilGames,,44.07,-72.387502,0,890,1405,4,9750,TRUE,1,1,2,1,1,2,95,0.076741,0.125916,4328.197464,3,0.00007,3,381
Imperialist_Fag,Imperialist_Fag,,44.07,-82.998794,0,142,333,1,2699,TRUE,3,3,6,3,3,6,94,0.083115,0.149868,19156.592173,3,0.00022,3,381
ashikenshin,ashikenshin,,50.272776,-72.387502,0.05,287,674,32,27775,FALSE,8,8,16,8,8,16,93,0.086261,0.160373,148953.011295,3,0.000498,3,381
UedamaProducts,UedamaProducts,,33.791638,-122.411031,0.080952,276,389,49,27007,FALSE,7,6,13,7,6,13,92,0.090335,0.175826,80953.355369,3,0.000419,3,381
area_matter_mk2,area_matter_mk2,,44.07,-72.387502,-0.010185,218,433,13,5728,TRUE,6,6,12,6,6,12,93,0.08889,0.166679,82155.049514,3,0.00034,3,381
Haunted_Backlog,Haunted_Backlog,,33.791638,-82.998794,-0.099551,,2618,56,48685,TRUE,23,22,45,25,25,50,92,0.092689,0.195238,566452.04745,3,0.001365,3,381
skuldarfin,skuldarfin,,-37.813628,-81.913305,-0.033056,788,573,134,40418,TRUE,22,24,46,22,25,47,92,0.094017,0.200954,731947.381577,3,0.001277,3,381
Zarren364,Zarren364,,33.791638,-122.411031,-0.008313,267,442,15,19790.9,TRUE,18,16,34,20,16,36,93,0.090969,0.190013,331759.337127,3,0.00101,3,381
PI20XY,PI20XY,,37.790933,-81.913305,0.2,1811,1205,155,73178,FALSE,3,4,7,3,4,7,93,0.087532,0.165997,51480.379714,3,0.000238,3,381
DaleF3,DaleF3,,38.896565,-72.387502,0,7254,6913,940,503432,TRUE,0,1,1,0,1,1,2,0.666667,0.75,0,8,0.000026,8,435
Tony_Eriksen,Tony_Eriksen,,-33.86882,-122.411031,0,377,703,34,3753,TRUE,1,1,2,1,1,2,1,1,1,1,8,0.000048,8,434
NicksYvonne,NicksYvonne,,41.676355,-81.913305,0,55,159,3,612,TRUE,1,0,1,1,0,1,0,0,0,0,8,0.000066,8,433
MArchon6,MArchon6,,33.791638,-82.998794,0.000829,2777,2826,45,7681,FALSE,7,11,18,7,13,20,93,0.090482,0.186101,80939.672191,3,0.000309,3,381
Ivyloganauthor,Ivyloganauthor,,33.791638,-82.998794,-0.6,1727,1638,29,4707,TRUE,0,1,1,0,1,1,4,0.4,0.520833,0,9,0.000026,9,440
Belladonnahome,Belladonnahome,,33.748995,-72.387502,-0.6,20889,20036,705,86824,TRUE,1,1,2,1,1,2,3,0.5,0.611111,3,9,0.000048,9,439
denmark98,denmark98,,55.676097,-72.387502,-0.6,89178,70394,2002,3898,TRUE,1,1,2,1,1,2,2,0.666667,0.75,4,9,0.000066,9,438
david_elges,david_elges,,38.907192,-72.387502,-0.6,3697,5001,94,6117,TRUE,1,1,2,1,1,2,1,1,1,3,9,0.000082,9,437
juliebhunt,juliebhunt,,29.424122,-82.998794,-0.6,3567,1161,731,48144,TRUE,1,0,1,1,0,1,0,0,0,0,9,0.000096,9,436
GrantWPaul,GrantWPaul,,34.233137,-82.998794,0.202083,349,619,4,1881,FALSE,8,6,14,8,6,14,91,0.088453,0.163725,253662.697491,3,0.000507,3,381
King_of_random,King_of_random,,31.968599,-82.998794,0.0375,2671,2324,52,75991,FALSE,0,3,3,0,3,3,94,0.083244,0.150728,0,3,0.000026,3,443
TheQuQu,TheQuQu,,43.056819,-122.411031,0.1875,4257,3337,75,89355,FALSE,1,1,2,1,1,2,1,1,1,1,3,0.000033,3,442
plasmate_0,plasmate_0,,33.791638,-81.913305,0.75,555,1720,28,9918,FALSE,1,0,1,1,0,1,0,0,0,0,3,0.000054,3,441
sie_kensou77,sie_kensou77,,33.791638,-81.913305,-0.027871,2919,4995,393,310913.7917,TRUE,33,28,61,37,35,72,91,0.094907,0.203382,1446595.894313,3,0.001786,3,381
Socratic_Hippie,Socratic_Hippie,,33.791638,-81.913305,0.040131,875,1139,86,64973,FALSE,10,18,28,14,19,33,91,0.093552,0.194601,455598.881037,3,0.000603,3,381
Sk00maPipe,Sk00maPipe,,0,-81.913305,0.116543,401,379,1,8336,FALSE,8,9,17,9,9,18,93,0.088272,0.172,145562.711439,3,0.000476,3,381
conrad1on,conrad1on,,55.958987,-72.387502,-0.007576,1663,1301,71,67899.875,TRUE,2,5,7,2,5,7,92,0.091322,0.181984,18875.175666,3,0.000137,3,381
sserpent21,sserpent21,,43.78444,-81.913305,0.1875,313,499,19,24310,FALSE,3,2,5,3,2,5,92,0.08491,0.147882,14731.281461,3,0.000177,3,381
omgMyCat,omgMyCat,,33.791638,-81.913305,-0.077315,1106,1216,24,19767,TRUE,9,8,17,9,8,17,93,0.08947,0.179373,105299.716474,3,0.000506,3,381
nonfcartite1979,nonfcartite1979,,33.791638,-81.913305,0,7,139,0,1238,TRUE,0,1,1,0,1,1,1,1,1,0,10,0.000026,10,445
