,lat,lng,text_polarity
0,-82.862752,135.0,-0.018261904775000004
1,-54.42079150000001,3.3464497000000004,-0.286102295
2,-46.4161802,168.38098349999999,0.35
3,-43.5320544,172.6362254,-0.5
4,-43.526192,172.630302,0.2
5,-42.81983029999999,147.43659540000002,0.033333333
6,-41.4545196,145.9706647,-0.2
7,-41.382413899999996,146.32627219999998,0.0
8,-41.2925754,174.7725276,0.004464285499999998
9,-41.286460299999995,174.776236,0.07268518525
10,-41.1327159,-71.3429846,0.291666667
11,-40.900557,174.88597099999998,0.05141103056521738
12,-40.33677,175.655644,0.75
13,-39.5132506,174.15894619999997,0.0
14,-38.416097,-63.616671999999994,-0.1125
15,-38.1499181,144.3617186,0.43888888900000006
16,-37.8262909,145.1021757,0.3125
17,-37.823,144.998,0.25
18,-37.813627600000004,144.96305759999998,-0.03834030183999999
19,-37.8024833,145.0039876,-0.1
20,-37.770821999999995,144.971781,0.0
21,-37.562158700000005,143.8502556,-0.10666666699999999
22,-37.471307700000004,144.7851531,0.11111111116666667
23,-37.105278000000006,144.065,0.413571429
24,-36.8484597,174.7633315,0.06666666666666667
25,-35.675146999999996,-71.542969,0.06808641966666668
26,-35.4734679,149.0123679,-0.7
27,-35.2809368,149.1300092,0.0
28,-34.9284989,138.6007456,0.1098214285
29,-34.901112700000006,-56.1645314,-0.061111110999999996
30,-34.7682701,138.7885043,-0.17500000000000004
31,-34.6481424,-58.4163799,-0.055555556
32,-34.6036844,-58.381559100000004,0.079861111
33,-34.56722,-58.436885,0.0
34,-34.540494,-58.499686,-0.30000000000000004
35,-33.9248685,18.424055300000003,0.175
36,-33.9142854,151.11409640000002,0.0
37,-33.8982661,151.2040571,-0.21031746
38,-33.8688197,151.2092955,0.07003787877272728
39,-33.5062662,18.4869555,-0.125
40,-33.4488897,-70.66926550000001,0.11888888880000001
41,-33.409983000000004,150.3037323,0.1
42,-33.0291582,27.8545867,0.258928571
43,-32.9437036,151.4583949,0.0
44,-32.9282712,151.78168019999998,0.43333333333333335
45,-32.7427972,116.64596540000001,-0.1
46,-32.3114286,150.8032816,-0.2
47,-31.2532183,146.921099,0.35
48,-30.559482,22.937506,0.005329131647058821
49,-30.0346316,-51.217698600000006,0.2
50,-28.861852000000003,121.335024,0.0
51,-28.5040239,153.4786461,0.0
52,-27.6728168,121.6283098,0.1
53,-27.583820000000003,152.4151975,0.0
54,-27.469770699999998,153.0251235,-0.029338348833333344
55,-27.431944,153.046111,-0.125
56,-27.391666700000002,153.2327778,0.0
57,-26.6638599,25.283758499999998,-0.075823657
58,-26.2041028,28.047305100000003,0.05833333349999999
59,-26.166709899999997,28.0332772,0.0
60,-25.829247199999998,27.962370500000002,0.0
61,-25.8104581,-57.4753833,0.0
62,-25.7657075,28.3374283,0.0022738363243243217
63,-25.7478676,28.2292712,0.044722222166666666
64,-25.424428699999996,-49.265381899999994,0.0
65,-25.287065600000002,152.8385835,0.0
66,-25.274398,133.775136,0.08937288210112358
67,-25.263739899999997,-57.575926,-0.1625
68,-25.2520888,-52.0215415,0.25
69,-24.3767537,-128.3242376,0.35
70,-23.891615100000003,-46.4244141,0.0
71,-23.550519899999998,-46.6333094,0.0859375
72,-23.5015338,-47.452594399999995,0.258928571
73,-23.442503,-58.44383199999999,-0.11666666666666665
74,-23.353745,150.52314099999998,-0.25
75,-22.9121757,-43.3774649,-0.04092377258139535
76,-22.9068467,-43.1728965,0.04629629616666666
77,-22.7359095,140.0187653,0.35
78,-22.328474,24.684866,-0.1
79,-20.9175738,142.7027956,0.121590909
80,-19.9348521,-44.0385702,0.35
81,-19.4914108,132.55096029999999,0.0125
82,-19.470515,-42.529775,0.0
83,-19.015438,29.154857,0.35
84,-18.97991,-48.277419,-0.26666666666666666
85,-18.512178,-44.5550308,0.0
86,-16.962063399999998,26.419389000000002,0.4
87,-16.6868824,-49.2647885,0.0
88,-15.7997654,-47.8644715,0.14761904760000003
89,-14.5994134,-28.6731465,-0.0845833335
90,-14.235004,-51.92528,0.13298208310526316
91,-12.082155,-77.035569,-0.020833333272727274
92,-11.2912916,-55.3342826,0.1476190475
93,-9.189967,-75.015152,-0.4166666666666667
94,-8.783195,34.508523,0.4
95,-8.2093361,113.1720196,0.14285714300000002
96,-8.109052400000001,-79.02153359999998,-0.4
97,-8.094864900000001,-79.0080005,0.35
98,-7.9675395,112.70329450000001,-0.06666666666666667
99,-7.2438557,-35.9266421,0.32499999999999996
100,-6.917463900000001,107.61912279999999,0.8
101,-6.642821400000001,106.82373740000001,0.13636363599999998
102,-6.17511,106.86503950000001,0.11249999999999999
103,-6.1683295,106.75884939999999,0.0
104,-6.1551874,106.552628,0.6
105,-6.1275118,106.65368590000001,0.0
106,-4.269928,138.0803529,-0.45333333350000005
107,-3.7319029,-38.526739299999996,-0.3333333335
108,-3.3704169999999998,-168.734039,0.0
109,-2.9990862999999996,-60.0024625,0.35
110,-2.2179704,115.66283,0.008101851833333359
111,-2.1709979,-79.9223592,-0.125
112,-1.8312389999999998,-78.183406,-0.0422222222
113,-1.2920658999999999,36.821946200000006,0.175
114,-0.789275,113.921327,-0.015763888888888893
115,0.5640036,20.3308814,0.4
116,0.5774645,37.491577299999996,0.0
117,1.352083,103.819836,0.0008998265535714283
118,1.4251684,103.76191920000001,-0.060185185166666676
119,1.4853682,103.7618154,0.0
120,1.5408377,103.80145920000001,0.1
121,1.5480296999999998,103.77373940000001,0.35
122,2.970042,99.0681668,0.0
123,3.0738379,101.5183469,-0.11833333319999999
124,3.141641,101.6819564,0.0
125,3.142329,101.709926,-0.15000000000000002
126,3.4516467000000004,-76.53198540000001,0.0433333334
127,3.9505128,13.914399,0.0
128,4.210483999999999,101.97576600000001,0.14952380957142858
129,4.535277,114.72766899999999,0.4
130,4.5532577000000005,-74.0874714,0.0
131,4.570868,-74.297333,0.0
132,4.66018,-74.05073,0.0
133,4.6844789,-74.104551,-0.1953125
134,4.7109886,-74.072092,0.2
135,4.929753900000001,114.9561365,-0.077777778
136,4.947747799999999,-1.7681688000000002,0.4
137,5.978133000000001,116.071526,0.0
138,6.244203,-75.5812119,0.0
139,6.42375,-66.58973,0.08333333333333333
140,6.5243793,3.3792057,0.125
141,6.7300371,101.30340279999999,-0.1484375
142,7.490821,100.0415603,0.08333333342857142
143,8.4360436,77.00854629999999,0.0
144,8.537981,-80.782127,0.35
145,8.733333,5.6666669999999995,0.4
146,8.8097125,78.1568861,0.0438888885
147,9.9280694,-84.09072459999999,-0.333333333
148,10.117643300000001,-68.04775090000001,-0.30583333349999997
149,10.2157379,-83.7927273,0.35
150,10.3757217,-61.23355920000001,-0.03916666659999999
151,10.480593699999998,-66.90360629999999,0.0
152,10.521457,76.212813,0.0
153,10.691803,-61.222503,-0.053333333499999996
154,11.004107199999998,-74.80698129999999,0.4
155,11.5218308,13.688376500000002,0.1
156,11.544872900000001,104.89216680000001,-0.086904762
157,11.672188,78.068572,-0.35333333349999996
158,11.825138,42.590275,0.0
159,12.371427699999998,-1.5196603000000002,0.2
160,12.865416,-85.207229,0.166666667
161,12.879721,121.77401699999999,0.08749999999999998
162,12.9715987,77.5945627,-0.17203703711111112
163,12.994357,80.200129,0.0
164,13.040881,80.194069,-0.1953125
165,13.0826802,80.2707184,0.0
166,13.193887,-59.543198,0.0
167,13.2222011,80.0949883,0.268181818
168,13.7452307,100.5328367,0.0
169,13.751323900000001,100.5387945,0.35
170,13.794185,-88.89653,0.0
171,14.058323999999999,108.277199,0.0
172,14.586484400000002,121.114876,0.075
173,14.599512400000002,120.98421950000001,0.0375
174,14.609053699999999,121.0222565,0.35
175,14.6213299,121.04301570000001,0.35
176,15.0986624,120.7005044,0.1
177,15.4574301,73.83621190000001,-0.09765625
178,15.463578899999998,73.9580499,0.0
179,17.385044,78.486671,1.0
180,17.426981,78.534018,0.0
181,17.592044899999998,80.69765799999999,0.0
182,17.6868159,83.2184815,-0.2
183,17.75,142.5,0.4
184,18.063357699999997,-66.72738960000001,0.0
185,18.1551337,-65.8203943,0.09833333325
186,18.220833,-66.590149,-0.06325773124137932
187,18.245721600000003,-66.0248514,0.3
188,18.325785,-66.4065592,-0.0026262627272727423
189,18.335765,-64.896335,0.0011904761428571506
190,18.4986812,73.8946624,0.0
191,18.571426100000004,73.7688569,-0.125
192,18.735692999999998,-70.162651,0.6
193,18.960321,72.83144,-0.1
194,18.9684839,72.81214870000001,-0.1506818181818182
195,18.9823539,73.1037244,0.2833333335
196,19.0412967,-98.20619959999999,0.4
197,19.0643174,13.5436913,0.5
198,19.0759837,72.87765590000001,0.3033333334
199,19.176109399999998,72.8343916,0.09126984128571428
200,19.239831,72.845539,0.01818181799999999
201,19.282319199999996,166.647047,0.1
202,19.3794059,-99.1591446,0.19629629633333331
