Id,Label,timeset,modularity_class,componentnumber,strongcompnum,pageranks,Code,Language,
BrendanNyhan,BrendanNyhan,,4,0,1769,0.000102,#N/A,Other,3409
TrumpsAlert,TrumpsAlert,,4,0,1768,0.000102,#N/A,Other,3409
pewdiepie,pewdiepie,,4,0,681,0.000128,#N/A,Other,3409
elknight20,elknight20,,165,0,3826,0.000092,#N/A,Other,3409
Dog0fWar88,Dog0fWar88,,285,276,3828,0.000092,#N/A,Other,3409
Fistbane,Fistbane,,285,276,3827,0.00017,#N/A,Other,3409
SpaceKingBobby,SpaceKingBobby,,165,0,3829,0.000092,#N/A,Other,3409
The_Spore666,The_Spore666,,4,0,3830,0.000092,en,English,1363
CalemAnnk,CalemAnnk,,4,0,3831,0.000092,en,English,1363
cisuMaria,cisuMaria,,165,0,3832,0.000092,#N/A,Other,3409
fuzzytoad,fuzzytoad,,4,0,3835,0.000092,en,English,1363
RockiiRoadd,RockiiRoadd,,4,0,3834,0.000112,#N/A,Other,3409
Conker327,Conker327,,4,0,3833,0.000112,#N/A,Other,3409
bennybrownt,bennybrownt,,4,0,852,0.000101,#N/A,Other,3409
BVapista,BVapista,,286,277,3837,0.000092,#N/A,Other,3409
ManCaveJokes,ManCaveJokes,,286,277,3836,0.00017,#N/A,Other,3409
brentlemen,brentlemen,,165,0,3838,0.000092,en,English,1363
TheBurningDonut,TheBurningDonut,,4,0,223,0.000214,#N/A,Other,3409
CrookedCoatTodd,CrookedCoatTodd,,165,0,3839,0.000092,#N/A,Other,3409
1eyewitness,1eyewitness,,4,0,3840,0.000092,en,English,1363
andcallmejackal,andcallmejackal,,4,0,3841,0.000092,en,English,1363
HugoBoylan,HugoBoylan,,165,0,3842,0.000092,#N/A,Other,3409
SaintTzu,SaintTzu,,4,0,1721,0.000178,#N/A,Other,3409
Tuomas_Heikkila,Tuomas_Heikkila,,4,0,3843,0.000092,#N/A,Other,3409
MitchyK7,MitchyK7,,4,0,3844,0.000092,en,English,1363
SurrealBrain,SurrealBrain,,165,0,3845,0.000092,#N/A,Other,3409
frittforum,frittforum,,4,0,3848,0.000092,#N/A,Other,3409
eussrfi,eussrfi,,4,0,3847,0.000118,#N/A,Other,3409
Vecheetos,Vecheetos,,4,0,3849,0.000092,#N/A,Other,3409
BrianBachner,BrianBachner,,4,0,3850,0.000092,en,English,1363
whatdoeslunasay,whatdoeslunasay,,287,278,3852,0.000092,#N/A,Other,3409
atax1a,atax1a,,287,278,3851,0.00017,#N/A,Other,3409
PhoenixDK,PhoenixDK,,165,0,3853,0.000092,#N/A,Other,3409
krisyunianto1,krisyunianto1,,288,279,3855,0.000092,#N/A,Other,3409
arman,arman,,288,279,3854,0.000719,#N/A,Other,3409
trommehtron,trommehtron,,4,0,3856,0.000092,en,English,1363
JDefiant9,JDefiant9,,165,0,2265,0.0001,en,English,1363
DemSkrals,DemSkrals,,165,0,3857,0.000092,#N/A,Other,3409
Willvs,Willvs,,289,280,3859,0.000092,#N/A,Other,3409
pantshee,pantshee,,289,280,3858,0.00017,#N/A,Other,3409
DoktorWhisky,DoktorWhisky,,165,0,3860,0.000092,#N/A,Other,3409
lillywhite,lillywhite,,55,0,1677,0.000114,#N/A,Other,3409
lilmissjanedoe,lilmissjanedoe,,288,279,3861,0.000092,#N/A,Other,3409
G2Play,G2Play,,90,0,3862,0.000092,#N/A,Other,3409
macheeze_,macheeze_,,4,0,3863,0.000092,en,English,1363
lexiingram,lexiingram,,165,0,3865,0.000092,#N/A,Other,3409
CanisLupus1365,CanisLupus1365,,290,281,3867,0.000092,en,English,1363
PoorQuentyn,PoorQuentyn,,290,281,3866,0.00017,#N/A,Other,3409
dieplstks,dieplstks,,4,0,1219,0.000108,#N/A,Other,3409
ProZach,ProZach,,4,0,1216,0.000121,#N/A,Other,3409
andrewjlockley,andrewjlockley,,4,0,3868,0.000092,#N/A,Other,3409
arfdude2D,arfdude2D,,4,0,3869,0.000092,en-gb,English,1363
Missloyalty210,Missloyalty210,,4,0,3870,0.000092,#N/A,Other,3409
gabriel10425139,gabriel10425139,,4,0,3871,0.000092,#N/A,Other,3409
seaenemy,seaenemy,,4,0,2435,0.000152,#N/A,Other,3409
TheHat2,TheHat2,,4,0,3872,0.000092,en,English,1363
xGrumpyOldManx,xGrumpyOldManx,,4,0,3873,0.000092,#N/A,Other,3409
TakedownMRAs,TakedownMRAs,,165,0,284,0.000145,en,English,1363
TheeCyberBuIIy,TheeCyberBuIIy,,4,0,233,0.000288,en,English,1363
AnimeloverN7,AnimeloverN7,,4,0,3874,0.000092,#N/A,Other,3409
andrewcochell,andrewcochell,,4,0,3846,0.000118,#N/A,Other,3409
PoofTheFloof,PoofTheFloof,,4,0,1096,0.000112,#N/A,Other,3409
realbuntyking,realbuntyking,,4,0,1095,0.000131,en,English,1363
ERlCANDRE3000,ERlCANDRE3000,,291,282,3875,0.000267,#N/A,Other,3409
droiduck,droiduck,,291,282,3875,0.000206,#N/A,Other,3409
ColeKinghorn,ColeKinghorn,,4,0,3876,0.000092,#N/A,Other,3409
CoachRedPill,CoachRedPill,,4,0,3766,0.000108,#N/A,Other,3409
joslyn,joslyn,,4,0,1218,0.000108,#N/A,Other,3409
Amphy64,Amphy64,,292,283,3878,0.000092,#N/A,Other,3409
LiseMeitner4,LiseMeitner4,,292,283,3877,0.00017,#N/A,Other,3409
LilliShep,LilliShep,,4,0,3879,0.000092,#N/A,Other,3409
buffer_01,buffer_01,,4,0,3880,0.000092,#N/A,Other,3409
GenDovinBaan,GenDovinBaan,,293,284,3881,0.000431,en,English,1363
MackenzieBaph,MackenzieBaph,,293,284,3881,0.000797,#N/A,Other,3409
AbactiusAnima,AbactiusAnima,,293,284,3881,0.000614,#N/A,Other,3409
Small_and_Quiet,Small_and_Quiet,,4,0,3882,0.000092,#N/A,Other,3409
ImFuckingBetter,ImFuckingBetter,,4,0,233,0.000158,#N/A,Other,3409
DrKarateChop,DrKarateChop,,4,0,233,0.000143,#N/A,Other,3409
jameshemphil,jameshemphil,,4,0,121,0.000203,#N/A,Other,3409
LibertyB0t,LibertyB0t,,294,285,3884,0.000092,#N/A,Other,3409
Flem,Flem,,294,285,3883,0.000249,#N/A,Other,3409
DAIROCKETTO,DAIROCKETTO,,262,255,3624,0.000237,en,English,1363
woof_rawr,woof_rawr,,4,0,3885,0.000092,en,English,1363
latalefan1985,latalefan1985,,4,0,3886,0.000092,en,English,1363
booberlee,booberlee,,4,0,3887,0.000092,en,English,1363
Excarkun,Excarkun,,4,0,3888,0.000092,#N/A,Other,3409
Goodtimes125,Goodtimes125,,27,30,3889,0.000092,#N/A,Other,3409
The_Shadow3000,The_Shadow3000,,4,0,3890,0.000092,#N/A,Other,3409
AxlWarpshaft,AxlWarpshaft,,295,286,3892,0.000092,#N/A,Other,3409
PhilosophyExp,PhilosophyExp,,295,286,3891,0.00017,#N/A,Other,3409
getitonastick,getitonastick,,165,0,2715,0.000131,#N/A,Other,3409
stevensongs,stevensongs,,296,287,3894,0.000092,#N/A,Other,3409
iowahawkblog,iowahawkblog,,296,287,3893,0.000562,#N/A,Other,3409
owengood,owengood,,4,0,220,0.000143,#N/A,Other,3409
Heavens_Angel26,Heavens_Angel26,,4,0,3895,0.000092,en,English,1363
HyproxlRTs,HyproxlRTs,,90,0,3896,0.000092,#N/A,Other,3409
RainbowSquidInk,RainbowSquidInk,,4,0,3897,0.000092,en,English,1363
blythe_price69,blythe_price69,,4,0,3898,0.000092,#N/A,Other,3409
Apexevolutionx,Apexevolutionx,,4,0,1217,0.000121,#N/A,Other,3409
PlayBoyMan,PlayBoyMan,,4,0,3899,0.000092,#N/A,Other,3409
yosupeeps,yosupeeps,,165,0,3902,0.000092,en,English,1363
rube,rube,,165,0,3901,0.000118,#N/A,Other,3409
delusionalcons,delusionalcons,,165,0,3900,0.000236,#N/A,Other,3409
coherentstates,coherentstates,,165,0,1811,0.000615,#N/A,Other,3409
Anonymous24011,Anonymous24011,,4,0,3903,0.000092,en,English,1363
anearformen,anearformen,,4,0,178,0.000559,#N/A,Other,3409
AVoiceforMen,AVoiceforMen,,4,0,177,0.000559,#N/A,Other,3409
aruel45acp,aruel45acp,,4,0,3904,0.000092,es,Spanish; Castilian,23
Mister_North,Mister_North,,4,0,3905,0.000092,en,English,1363
JeremyPirri,JeremyPirri,,4,0,122,0.000098,#N/A,Other,3409
EthanColeR,EthanColeR,,4,0,3906,0.000092,#N/A,Other,3409
Vetusan,Vetusan,,297,288,3909,0.000092,el,"Greek, Modern (1453-)",1
Per,Per,,297,288,3908,0.000131,#N/A,Other,3409
THEREALRTU,THEREALRTU,,297,288,3907,0.000131,#N/A,Other,3409
FarRightDiscord,FarRightDiscord,,4,0,3911,0.000092,#N/A,Other,3409
WrathfulSavior,WrathfulSavior,,4,0,3910,0.000131,en,English,1363
sjfotos,sjfotos,,4,0,3912,0.000092,#N/A,Other,3409
Mauhdeeb,Mauhdeeb,,4,0,3913,0.000092,#N/A,Other,3409
____Empire_____,____Empire_____,,4,0,3914,0.000092,de,German,31
dawnb4618,dawnb4618,,4,0,3915,0.000092,#N/A,Other,3409
shit_anaconda,shit_anaconda,,4,0,3916,0.000092,#N/A,Other,3409
chillblaine,chillblaine,,4,0,3917,0.000092,en,English,1363
restorefeminin2,restorefeminin2,,4,0,3918,0.000092,#N/A,Other,3409
exiledbravesfan,exiledbravesfan,,4,0,3919,0.000092,#N/A,Other,3409
baseballcrank,baseballcrank,,4,0,1490,0.000523,#N/A,Other,3409
jpwilloughby,jpwilloughby,,298,289,3921,0.000092,#N/A,Other,3409
Neoavatara,Neoavatara,,298,289,3920,0.000249,#N/A,Other,3409
mscendani,mscendani,,288,279,3922,0.000092,#N/A,Other,3409
Marcus_R_,Marcus_R_,,4,0,3923,0.000092,#N/A,Other,3409
wahrbear,wahrbear,,4,0,3924,0.000092,en,English,1363
swhoedt,swhoedt,,4,0,3925,0.000092,#N/A,Other,3409
20demonoffire,20demonoffire,,135,134,3926,0.000092,#N/A,Other,3409
GaryLazer_Eyes,GaryLazer_Eyes,,4,0,3927,0.000092,en,English,1363
That_McGraw,That_McGraw,,4,0,3928,0.000092,#N/A,Other,3409
watch547q,watch547q,,4,0,3929,0.000092,#N/A,Other,3409
FriedrichHayek,FriedrichHayek,,4,0,3930,0.000092,#N/A,Other,3409
D_2the_A,D_2the_A,,4,0,3931,0.000092,en,English,1363
masterofthesim,masterofthesim,,4,0,3932,0.000092,en,English,1363
Lastgirlout,Lastgirlout,,4,0,3933,0.000092,en,English,1363
KenGardner11,KenGardner11,,298,289,3934,0.000092,#N/A,Other,3409
rassenkriege,rassenkriege,,294,285,3935,0.000092,#N/A,Other,3409
RedHouseFuckers,RedHouseFuckers,,299,290,3937,0.000092,#N/A,Other,3409
GucciGate,GucciGate,,299,290,3936,0.00017,en,English,1363
realradiobrain,realradiobrain,,4,0,3938,0.000092,en,English,1363
MGSolidFox,MGSolidFox,,4,0,86,0.000273,en,English,1363
Stefanie,Stefanie,,4,0,1556,0.000118,#N/A,Other,3409
HyperfocusNYC,HyperfocusNYC,,300,291,3940,0.000092,#N/A,Other,3409
VanessaSelbst,VanessaSelbst,,300,291,3939,0.00017,#N/A,Other,3409
CodeBreaker4,CodeBreaker4,,301,292,3942,0.000092,pt,Portuguese,5
SigfriedTNoir,SigfriedTNoir,,301,292,3941,0.00017,#N/A,Other,3409
instavire,instavire,,4,0,3943,0.000092,#N/A,Other,3409
seandparnell,seandparnell,,4,0,3944,0.000092,#N/A,Other,3409
phtbdraws,phtbdraws,,302,293,3947,0.000092,#N/A,Other,3409
tonitonirocca,tonitonirocca,,302,293,3946,0.000131,en,English,1363
spacetwinks,spacetwinks,,302,293,3945,0.000243,en,English,1363
Beamish23,Beamish23,,4,0,3948,0.000092,#N/A,Other,3409
beverlytwigg,beverlytwigg,,4,0,3949,0.000092,#N/A,Other,3409
KopiVoid,KopiVoid,,303,294,3951,0.000092,#N/A,Other,3409
barkanone,barkanone,,303,294,3950,0.00017,#N/A,Other,3409
QBKiller72,QBKiller72,,4,0,3952,0.000092,en,English,1363
dinmark2,dinmark2,,4,0,3953,0.000092,#N/A,Other,3409
LCham4,LCham4,,4,0,3954,0.000092,#N/A,Other,3409
goldfinchie,goldfinchie,,296,287,3955,0.000092,#N/A,Other,3409
x60mmx,x60mmx,,4,0,3956,0.000092,#N/A,Other,3409
AllGamesDelta,AllGamesDelta,,4,0,68,0.000164,#N/A,Other,3409
GavinAlanPowell,GavinAlanPowell,,90,0,3957,0.000092,en,English,1363
BrianHerczeg,BrianHerczeg,,4,0,3958,0.000092,en,English,1363
Judgesurreal777,Judgesurreal777,,4,0,3959,0.000092,#N/A,Other,3409
ragtagjetlag,ragtagjetlag,,4,0,3960,0.000092,#N/A,Other,3409
Brad_Hope,Brad_Hope,,4,0,3961,0.000092,#N/A,Other,3409
ComradeArthur,ComradeArthur,,4,0,3962,0.000092,#N/A,Other,3409
KsarShlomo,KsarShlomo,,4,0,3963,0.000092,#N/A,Other,3409
Varangian_con,Varangian_con,,4,0,3964,0.000092,#N/A,Other,3409
Proto_Soul,Proto_Soul,,4,0,3965,0.000092,#N/A,Other,3409
TheAlfredoDJ,TheAlfredoDJ,,4,0,3966,0.000092,en,English,1363
HarvilleScott,HarvilleScott,,4,0,3967,0.000092,#N/A,Other,3409
GarthGodsman,GarthGodsman,,4,0,3968,0.000092,#N/A,Other,3409
WilhelmusJanus,WilhelmusJanus,,4,0,3969,0.000092,#N/A,Other,3409
nwproudboys,nwproudboys,,4,0,3970,0.000092,en,English,1363
spatulasnout,spatulasnout,,4,0,3971,0.000092,#N/A,Other,3409
Reality_Weasel,Reality_Weasel,,304,295,3973,0.000092,#N/A,Other,3409
KingCrocoduck,KingCrocoduck,,304,295,3972,0.00017,#N/A,Other,3409
anrefg,anrefg,,4,0,3974,0.000092,#N/A,Other,3409
StarboundRTs,StarboundRTs,,217,210,3975,0.000092,#N/A,Other,3409
SaltyBeam,SaltyBeam,,4,0,3976,0.000092,#N/A,Other,3409
less_tx,less_tx,,4,0,3977,0.000092,#N/A,Other,3409
STALINSLAPSHOS,STALINSLAPSHOS,,4,0,3978,0.000092,#N/A,Other,3409
DebraMMason1,DebraMMason1,,4,0,3979,0.000092,#N/A,Other,3409
RickAndKim30yrs,RickAndKim30yrs,,4,0,3980,0.000092,#N/A,Other,3409
terraformer,terraformer,,4,0,3981,0.000092,#N/A,Other,3409
LegInsurrection,LegInsurrection,,4,0,3982,0.000092,#N/A,Other,3409
MarkTrueblood,MarkTrueblood,,4,0,3983,0.000092,#N/A,Other,3409
pipelayer__,pipelayer__,,305,296,3985,0.000092,#N/A,Other,3409
pukesoda,pukesoda,,305,296,3984,0.00017,#N/A,Other,3409
McnealyGeorge,McnealyGeorge,,4,0,3986,0.000092,#N/A,Other,3409
B_Barbarian,B_Barbarian,,4,0,3987,0.000092,#N/A,Other,3409
Jenny_IDLYITW,Jenny_IDLYITW,,4,0,3988,0.000092,#N/A,Other,3409
instapundit,instapundit,,4,0,3989,0.000092,en,English,1363
Maryaclare,Maryaclare,,55,0,3990,0.000092,#N/A,Other,3409
_shemmie_,_shemmie_,,4,0,3991,0.000092,#N/A,Other,3409
Jim252525,Jim252525,,4,0,3992,0.000092,#N/A,Other,3409
VoiceOfTheForge,VoiceOfTheForge,,4,0,3993,0.000092,#N/A,Other,3409
ReactionaryIan,ReactionaryIan,,306,297,3996,0.000092,#N/A,Other,3409
BrainSprain1,BrainSprain1,,306,297,3995,0.000131,#N/A,Other,3409
Communism,Communism,,306,297,3994,0.000131,#N/A,Other,3409
IBGDRGN_123,IBGDRGN_123,,4,0,3997,0.000092,ko,Korean,1
Kekistani76,Kekistani76,,4,0,4001,0.000092,#N/A,Other,3409
panos941,panos941,,4,0,4000,0.000112,#N/A,Other,3409
TheHypokritiks,TheHypokritiks,,4,0,3999,0.000112,#N/A,Other,3409
DanMathewsBooks,DanMathewsBooks,,4,0,3998,0.000112,#N/A,Other,3409
MindCanon,MindCanon,,4,0,4002,0.000092,#N/A,Other,3409
rhonmhon8,rhonmhon8,,55,0,4003,0.000092,#N/A,Other,3409
unmundig,unmundig,,4,0,4004,0.000092,en,English,1363
Msdmurph,Msdmurph,,55,0,4005,0.000092,#N/A,Other,3409
BhanLiz,BhanLiz,,55,0,4006,0.000092,#N/A,Other,3409
pope_snarky,pope_snarky,,55,0,4007,0.000092,#N/A,Other,3409
RyanTumbleson,RyanTumbleson,,4,0,4008,0.000092,#N/A,Other,3409
detachment,detachment,,123,0,2339,0.000105,#N/A,Other,3409
Eekamouse_1,Eekamouse_1,,307,248,4009,0.000092,#N/A,Other,3409
Selena,Selena,,307,248,3545,0.000898,#N/A,Other,3409
janewayxyz,janewayxyz,,308,298,4012,0.000126,#N/A,Other,3409
RogerCab,RogerCab,,308,298,4012,0.000119,#N/A,Other,3409
kennedygordon,kennedygordon,,308,298,4011,0.000153,#N/A,Other,3409
PtboExaminer,PtboExaminer,,308,298,4010,0.000153,#N/A,Other,3409
VOLCELGOD,VOLCELGOD,,4,0,2492,0.000112,#N/A,Other,3409
Ded,Ded,,4,0,2491,0.000112,#N/A,Other,3409
kerbaron,kerbaron,,4,0,4013,0.000092,en,English,1363
Raihan__Abhari,Raihan__Abhari,,4,0,4014,0.000092,id,Indonesian,1
excelsagas,excelsagas,,4,0,4016,0.000092,en,English,1363
JavonSwint,JavonSwint,,4,0,4015,0.000131,#N/A,Other,3409
clint4usa,clint4usa,,4,0,4017,0.000092,#N/A,Other,3409
TopcatsLair,TopcatsLair,,4,0,4018,0.000092,#N/A,Other,3409
saintgabriel7,saintgabriel7,,4,0,4019,0.000092,en,English,1363
christasbooks,christasbooks,,309,299,4021,0.000092,#N/A,Other,3409
womenoncomics,womenoncomics,,309,299,4020,0.000405,#N/A,Other,3409
somelittlellama,somelittlellama,,4,0,4022,0.000092,es,Spanish; Castilian,23
demotimvator,demotimvator,,165,0,2772,0.000097,en,English,1363
Overworlder97,Overworlder97,,4,0,4023,0.000092,#N/A,Other,3409
ButtBoob,ButtBoob,,4,0,1060,0.000184,en,English,1363
_TheBlackSword,_TheBlackSword,,4,0,4024,0.000092,#N/A,Other,3409
yoly4Trump,yoly4Trump,,27,30,4025,0.000092,#N/A,Other,3409
Brandontheblade,Brandontheblade,,4,0,4026,0.000092,#N/A,Other,3409
cheezitbiitch,cheezitbiitch,,4,0,4027,0.000092,#N/A,Other,3409
Cynder69x7,Cynder69x7,,4,0,4028,0.000092,en,English,1363
DarthCuckerberg,DarthCuckerberg,,4,0,773,0.000103,#N/A,Other,3409
BookmarkedBHP,BookmarkedBHP,,309,299,4029,0.000092,#N/A,Other,3409
BasedStickNight,BasedStickNight,,4,0,4030,0.000092,en,English,1363
KillNotesMark2,KillNotesMark2,,4,0,4031,0.000092,#N/A,Other,3409
Lewdblockify,Lewdblockify,,310,300,4033,0.000092,#N/A,Other,3409
zephyrnok,zephyrnok,,310,300,4032,0.00017,#N/A,Other,3409
mzannethropic,mzannethropic,,4,0,4034,0.000092,#N/A,Other,3409
musashi_aa,musashi_aa,,4,0,4035,0.000092,#N/A,Other,3409
Mick7AU,Mick7AU,,4,0,4036,0.000092,en,English,1363
MrWillyWonka1,MrWillyWonka1,,4,0,4037,0.000092,#N/A,Other,3409
ZenEternal,ZenEternal,,4,0,4038,0.000092,en,English,1363
FancourtB,FancourtB,,4,0,4040,0.000092,#N/A,Other,3409
Aerithradio,Aerithradio,,4,0,4039,0.000131,en,English,1363
IntegralAI,IntegralAI,,4,0,4041,0.000092,en,English,1363
fjib_,fjib_,,4,0,4042,0.000092,en,English,1363
LOOTSVIBE,LOOTSVIBE,,150,0,2124,0.000173,#N/A,Other,3409
AmericanSlack3r,AmericanSlack3r,,4,0,4043,0.000092,en,English,1363
cool_boy_mew,cool_boy_mew,,4,0,4044,0.000092,en,English,1363
KimiNozoGuy,KimiNozoGuy,,4,0,422,0.000103,#N/A,Other,3409
linhares,linhares,,4,0,4045,0.000092,#N/A,Other,3409
indydee,indydee,,311,301,4047,0.000092,#N/A,Other,3409
CelticAngloPres,CelticAngloPres,,311,301,4046,0.00017,#N/A,Other,3409
random_girl_98_,random_girl_98_,,4,0,4048,0.000092,en,English,1363
LancopCF,LancopCF,,4,0,4049,0.000092,en,English,1363
veryjackie,veryjackie,,4,0,4050,0.000092,#N/A,Other,3409
Search_deeply,Search_deeply,,4,0,4051,0.000092,#N/A,Other,3409
JohnBosch68,JohnBosch68,,4,0,4052,0.000092,#N/A,Other,3409
Rational,Rational,,4,0,131,0.000231,#N/A,Other,3409
Red_Vanguard,Red_Vanguard,,4,0,4053,0.000092,en,English,1363
masonsmith1481,masonsmith1481,,4,0,4054,0.000092,#N/A,Other,3409
kermitttsuicide,kermitttsuicide,,4,0,4055,0.000092,en,English,1363
Yiminy_Cricket,Yiminy_Cricket,,4,0,4056,0.000092,en,English,1363
CommonSensity,CommonSensity,,4,0,4057,0.000092,#N/A,Other,3409
cheez_lord,cheez_lord,,4,0,4058,0.000092,en,English,1363
3Lancer335,3Lancer335,,4,0,4059,0.000092,#N/A,Other,3409
apq11235,apq11235,,4,0,4060,0.000092,#N/A,Other,3409
ShaunInce123,ShaunInce123,,4,0,4061,0.000092,en,English,1363
OfficialExedium,OfficialExedium,,90,0,4062,0.000092,#N/A,Other,3409
urlocalatheist,urlocalatheist,,4,0,4063,0.000092,#N/A,Other,3409
SoParaComentar,SoParaComentar,,4,0,4064,0.000092,pt,Portuguese,5
schwingcat,schwingcat,,4,0,4065,0.000092,en,English,1363
person_tw,person_tw,,4,0,4066,0.000092,#N/A,Other,3409
formerleft,formerleft,,4,0,4067,0.000092,#N/A,Other,3409
VTwinCrucible,VTwinCrucible,,4,0,4068,0.000092,en,English,1363
LostInSedation,LostInSedation,,4,0,4069,0.000092,#N/A,Other,3409
rdlln,rdlln,,4,0,4070,0.000092,#N/A,Other,3409
troll_putin,troll_putin,,4,0,4071,0.000092,#N/A,Other,3409
fortzon,fortzon,,4,0,4072,0.000092,fi,Finnish,5
NoqReport,NoqReport,,4,0,4073,0.000092,#N/A,Other,3409
BixterN,BixterN,,4,0,4074,0.000092,#N/A,Other,3409
burningphoeni9,burningphoeni9,,4,0,4075,0.000092,en,English,1363
Stick_Man_Says,Stick_Man_Says,,4,0,4076,0.000092,#N/A,Other,3409
BomptonBrotha88,BomptonBrotha88,,4,0,4077,0.000092,#N/A,Other,3409
he_protec,he_protec,,4,0,4078,0.000092,#N/A,Other,3409
danielwaddell17,danielwaddell17,,4,0,4079,0.000092,en,English,1363
KazamItsCam,KazamItsCam,,4,0,4080,0.000092,en,English,1363
thoughsob,thoughsob,,4,0,4081,0.000092,#N/A,Other,3409
SonyaSmith,SonyaSmith,,4,0,4082,0.000092,#N/A,Other,3409
IngoOverton,IngoOverton,,4,0,4083,0.000092,en,English,1363
KandissM1,KandissM1,,4,0,4084,0.000092,en,English,1363
LovelyBones6991,LovelyBones6991,,4,0,4085,0.000092,en,English,1363
g4gracie2,g4gracie2,,4,0,4086,0.000092,#N/A,Other,3409
BurbanHillbilly,BurbanHillbilly,,4,0,4087,0.000092,en,English,1363
MemeticsMatter,MemeticsMatter,,4,0,4088,0.000092,#N/A,Other,3409
Jumbled_Senses,Jumbled_Senses,,4,0,4089,0.000092,#N/A,Other,3409
BenedictMPWhite,BenedictMPWhite,,4,0,4090,0.000092,en,English,1363
CorruptNoMore,CorruptNoMore,,4,0,4091,0.000092,#N/A,Other,3409
AidMuslims,AidMuslims,,4,0,4092,0.000092,#N/A,Other,3409
MGA89A,MGA89A,,4,0,4093,0.000092,#N/A,Other,3409
BURRNARDO,BURRNARDO,,4,0,4094,0.000092,en,English,1363
SockyNoob,SockyNoob,,4,0,4095,0.000092,en,English,1363
punchandgrapple,punchandgrapple,,4,0,4096,0.000092,#N/A,Other,3409
spinning_ebooks,spinning_ebooks,,4,0,4099,0.000092,#N/A,Other,3409
JikoKitsune,JikoKitsune,,4,0,4098,0.000131,#N/A,Other,3409
mewrei,mewrei,,4,0,4100,0.00016,#N/A,Other,3409
Knightly65,Knightly65,,4,0,4100,0.00016,#N/A,Other,3409
Retweets2017,Retweets2017,,90,0,4101,0.000092,#N/A,Other,3409
SkSlym,SkSlym,,4,0,4102,0.000092,#N/A,Other,3409
rube_X_cube,rube_X_cube,,165,0,4103,0.000092,#N/A,Other,3409
friendlylibtard,friendlylibtard,,165,0,4104,0.000092,#N/A,Other,3409
KPdeplorable64,KPdeplorable64,,312,302,4106,0.000092,en,English,1363
Jack,Jack,,312,302,4105,0.00017,#N/A,Other,3409
IM_Zeiger,IM_Zeiger,,313,303,4108,0.000092,#N/A,Other,3409
dimitrithelover,dimitrithelover,,313,303,4107,0.000484,en,English,1363
dougom,dougom,,314,304,4111,0.000092,#N/A,Other,3409
deelizabeth,deelizabeth,,314,304,4110,0.000131,#N/A,Other,3409
AlanaMassey,AlanaMassey,,314,304,4109,0.000131,#N/A,Other,3409
spinning,spinning,,4,0,4097,0.000148,#N/A,Other,3409
var_italica,var_italica,,315,305,4113,0.000092,#N/A,Other,3409
PoisonAero,PoisonAero,,315,305,4112,0.00017,en,English,1363
ChadBetteridge,ChadBetteridge,,316,306,4115,0.000092,#N/A,Other,3409
SpennyT,SpennyT,,316,306,4114,0.00017,#N/A,Other,3409
voodoo_game,voodoo_game,,90,0,4116,0.000092,#N/A,Other,3409
AllDayIndieDev,AllDayIndieDev,,90,0,4118,0.000092,#N/A,Other,3409
TheNESologist,TheNESologist,,90,0,4117,0.000131,#N/A,Other,3409
BoblawBlizzy,BoblawBlizzy,,317,307,4120,0.000092,#N/A,Other,3409
KhaosCupid,KhaosCupid,,317,307,4119,0.00017,#N/A,Other,3409
MassiveDynamyx,MassiveDynamyx,,4,0,4123,0.000092,#N/A,Other,3409
Thoughtlessmule,Thoughtlessmule,,4,0,4122,0.000118,#N/A,Other,3409
ChrisRGun,ChrisRGun,,4,0,4121,0.000236,#N/A,Other,3409
RayMcCue,RayMcCue,,4,0,4127,0.000092,#N/A,Other,3409
PsychRabble,PsychRabble,,4,0,4126,0.000112,#N/A,Other,3409
TiboDMZ,TiboDMZ,,4,0,4125,0.000112,#N/A,Other,3409
robsica,robsica,,4,0,4124,0.000112,#N/A,Other,3409
spaceybabe91,spaceybabe91,,309,299,4128,0.000092,#N/A,Other,3409
CapnCummings777,CapnCummings777,,4,0,1562,0.000097,#N/A,Other,3409
ragincajunlemon,ragincajunlemon,,4,0,4129,0.000092,#N/A,Other,3409
1umbrella,1umbrella,,4,0,4130,0.000092,#N/A,Other,3409
1me3ga2,1me3ga2,,318,308,4132,0.000092,en,English,1363
NewDebiru,NewDebiru,,318,308,4131,0.000327,#N/A,Other,3409
MidwestTemplar,MidwestTemplar,,318,308,4133,0.000092,#N/A,Other,3409
Dandy_Roddick,Dandy_Roddick,,296,287,4134,0.000092,#N/A,Other,3409
RASTA,RASTA,,23,25,806,0.000122,#N/A,Other,3409
kusoslic,kusoslic,,318,308,4135,0.000092,en-GB,English,1363
musicaldudebro,musicaldudebro,,319,309,4137,0.000092,en,English,1363
AGhostlerer,AGhostlerer,,319,309,4136,0.00017,#N/A,Other,3409
realdomdom,realdomdom,,4,0,4138,0.000092,#N/A,Other,3409
the_dinkster__,the_dinkster__,,320,310,4140,0.000092,#N/A,Other,3409
IuIIed,IuIIed,,320,310,4139,0.00017,#N/A,Other,3409
eastgate,eastgate,,272,264,4141,0.000092,en,English,1363
Andrew,Andrew,,4,0,909,0.000128,#N/A,Other,3409
NikeWasTaken,NikeWasTaken,,4,0,4142,0.000092,#N/A,Other,3409
PAugerot,PAugerot,,321,311,4144,0.000092,#N/A,Other,3409
